資料名,編著者,標記年/刊行年,作成機関/出版者,大きさ,備考,五十年史番号,目録番号,区分1,区分2,画像注記,区分3,正副,内容注記,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcterms:creator,dcterms:date,dcterms:publisher,dcterms:extent,archiveshub:note,fnenshi:fnenshiNumber,fnenshi:catalogNumber,fnenshi:categoy1,fnenshi:categoy2,fnenshi:imageNote,fnenshi:categoy3,fnenshi:duplicate,fnenshi:contentNote,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,31437
本省往復簿  明治四年七月,,明治4年7月~明治4年10月 (1871~1871),,268×189,重要文化財,189-1,209,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/01d50b2e-1e95-1b37-9f3a-d4b284067ebc.json,01d50b2e-1e95-1b37-9f3a-d4b284067ebc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/01d50b2e-1e95-1b37-9f3a-d4b284067ebc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/66203e73861233c3bdfc150e7b1fec8b7ef75e89.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482193,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,342,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/01d50b2e-1e95-1b37-9f3a-d4b284067ebc/manifest,,,,,28
本省往復簿  明治四年七月,,明治4年7月~明治4年10月 (1871~1871),,268×189,重要文化財,189-2,210,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/67a06994-7a48-73cd-2872-2ddee7ea73b8.json,67a06994-7a48-73cd-2872-2ddee7ea73b8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/67a06994-7a48-73cd-2872-2ddee7ea73b8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b47cf701e4f721ca7273e48f8b1d11b163287c9a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482194,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,343,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/67a06994-7a48-73cd-2872-2ddee7ea73b8/manifest,,,,,30
本省往復簿  明治四年七月,,明治4年7月~明治4年11月 (1871~1871),,268×189,重要文化財,189-3,211,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1516a2b4-5f46-380b-7c55-e93b1e0e31e6.json,1516a2b4-5f46-380b-7c55-e93b1e0e31e6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/1516a2b4-5f46-380b-7c55-e93b1e0e31e6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6b913fac6e5431ce2447afd19ab126f07604a2eb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482195,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,344,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1516a2b4-5f46-380b-7c55-e93b1e0e31e6/manifest,,,,,28
本省往復簿  明治四年十一月,,明治4年10月~明治4年12月 (1871~1871),,268×189,重要文化財,189-4,212,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/43c17013-7e9e-a49d-047b-d9feef016b6f.json,43c17013-7e9e-a49d-047b-d9feef016b6f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/43c17013-7e9e-a49d-047b-d9feef016b6f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/94f8a8b5136b495fb0fb0d01da6c6a1a749a39ec.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482196,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,345,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/43c17013-7e9e-a49d-047b-d9feef016b6f/manifest,,,,,60
職務進退  明治元年六月ヨリ同三年十月マテ,,明治元年6月~明治3年10月 (1868~1870),大学東校,269×190,重要文化財,190-1,91,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/041163c5-816f-0f61-780f-13db1925850a.json,041163c5-816f-0f61-780f-13db1925850a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/041163c5-816f-0f61-780f-13db1925850a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7e2b59c297bd4642abcfb7fc7f8dfa4fb6a3b9a9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482197,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,346,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/041163c5-816f-0f61-780f-13db1925850a/manifest,,,,,84
職務進退  明治二年,,明治2年5月~明治2年12月 (1869~1869),医学校,269×190,重要文化財,190-2,92,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5bab6cc0-39da-5e9e-5e1f-7e0fea727447.json,5bab6cc0-39da-5e9e-5e1f-7e0fea727447,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/5bab6cc0-39da-5e9e-5e1f-7e0fea727447,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3ebf485fc24262eff26eb6be3e01136ee1ebbadb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482198,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,347,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5bab6cc0-39da-5e9e-5e1f-7e0fea727447/manifest,,,,,121
職務進退  明治三年ヨリ同四年ニ至ル,,明治3年4月~明治4年7月 (1870~1871),東校,269×190,重要文化財,190-3,93,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ca981d6c-5bf0-10ec-697d-33d2f9db59e3.json,ca981d6c-5bf0-10ec-697d-33d2f9db59e3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/ca981d6c-5bf0-10ec-697d-33d2f9db59e3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/606d750b34394a2d0d46ca3303343a856c5322b3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482199,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,348,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ca981d6c-5bf0-10ec-697d-33d2f9db59e3/manifest,,,,,101
職務進退  明治三年正月,,明治3年正月~明治3年12月 (1870~1870),大学東校,268×189,重要文化財,191-1,114,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4d120759-9470-52fe-2b4d-4b5e3ff0480c.json,4d120759-9470-52fe-2b4d-4b5e3ff0480c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/4d120759-9470-52fe-2b4d-4b5e3ff0480c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1f441b477b80950706ebac7abd370b0b06b02c4e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482200,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,349,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4d120759-9470-52fe-2b4d-4b5e3ff0480c/manifest,,,,,115
職務進退  明治四年,,明治2年10月~明治5年8月 (1869~1872),大学東校,268×189,重要文化財,191-2,115,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dbb4044c-9ec9-1f3a-58d8-55ac92429563.json,dbb4044c-9ec9-1f3a-58d8-55ac92429563,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/dbb4044c-9ec9-1f3a-58d8-55ac92429563,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/06eb4db6bd537ddc7549188a9001625dacb4a4d6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482201,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,350,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dbb4044c-9ec9-1f3a-58d8-55ac92429563/manifest,,,,,109
職務進退  明治五年中,,明治5年2月~明治5年11月 (1872~1872),,268×189,重要文化財,191-3,116,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/30f74646-41c6-1f2e-8b76-0d3f1cf51163.json,30f74646-41c6-1f2e-8b76-0d3f1cf51163,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/30f74646-41c6-1f2e-8b76-0d3f1cf51163,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1797f88fc89e0a139cd63c1655a9b917458c5e10.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482202,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,351,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/30f74646-41c6-1f2e-8b76-0d3f1cf51163/manifest,,,,,121
職務進退  明治六年四月,,明治6年4月~明治7年10月 (1873~1874),第一大学区医学校,268×189,重要文化財,191-4,117,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/30dccaf9-5d5c-1493-9e4a-22a020d7a3ff.json,30dccaf9-5d5c-1493-9e4a-22a020d7a3ff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/30dccaf9-5d5c-1493-9e4a-22a020d7a3ff,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0b189f485d5cc77f8d7c8df8da041ec956d60b98.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482203,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,352,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/30dccaf9-5d5c-1493-9e4a-22a020d7a3ff/manifest,,,,,49
生徒給費伺済  明治九年二月ヨリ十二月マテ,,明治9年2月~明治9年12月 (1876~1876),東京医学校,269×194,重要文化財,192,200,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d78e7c78-788d-4555-3924-b9ff7f68567c.json,d78e7c78-788d-4555-3924-b9ff7f68567c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/d78e7c78-788d-4555-3924-b9ff7f68567c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/018eb53e046cf724a7144b7c1e82a0027044dc44.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482204,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,353,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d78e7c78-788d-4555-3924-b9ff7f68567c/manifest,,,,,16
官費願伺届達  明治八年中,,明治8年1月~明治8年12月 (1875~1875),東京医学校,269×193,重要文化財,193,190,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/193e2d1f-0098-a30c-9218-92ff2a737a83.json,193e2d1f-0098-a30c-9218-92ff2a737a83,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/193e2d1f-0098-a30c-9218-92ff2a737a83,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/571aa4f6ef39d50c434f796824372c43e53d6236.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482205,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,354,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/193e2d1f-0098-a30c-9218-92ff2a737a83/manifest,,,,,62
官費給費生徒一切之件  明治十年中,,明治10年2月~明治10年12月 (1877~1877),東京大学医学部,263×193,重要文化財,194,246,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,医学部関係書類,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7a7ee09a-8b49-6955-93ef-334b030e0277.json,7a7ee09a-8b49-6955-93ef-334b030e0277,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/7a7ee09a-8b49-6955-93ef-334b030e0277,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/421e8229504961083eb4a4c9eacba78cbb766b5c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482206,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,355,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7a7ee09a-8b49-6955-93ef-334b030e0277/manifest,,,,,74
生徒願伺届  明治十年一月ヨリ十二月マテ,,明治10年1月~明治10年12月 (1877~1877),東京大学医学部,267×193,重要文化財,195,247,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,医学部関係書類,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/249bed96-0469-3c58-9137-830bea9aa572.json,249bed96-0469-3c58-9137-830bea9aa572,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/249bed96-0469-3c58-9137-830bea9aa572,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f7bceed1368415e0dfe1cf0ce35e8be61bd72dcb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482207,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,356,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/249bed96-0469-3c58-9137-830bea9aa572/manifest,,,,,260
官員其他願伺届  明治七[ママ、五]年正月ヨリ同年十一月マテ,,明治5年正月~明治5年11月 (1872~1872),東京医学校,268×193,重要文化財,196,169,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/904bea75-12ab-85ea-19d3-3d5361804436.json,904bea75-12ab-85ea-19d3-3d5361804436,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/904bea75-12ab-85ea-19d3-3d5361804436,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/199dfee9532a8bac2c7b0e550ea5c985cf54513c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482208,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,357,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/904bea75-12ab-85ea-19d3-3d5361804436/manifest,,,,,182
官員生徒其他願伺届  明治七年一月ヨリ七月マテ,,明治7年1月~明治7年7月 (1874~1874),東京医学校,268×192,重要文化財,197-1,170,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/35e9bf49-68fc-4768-4336-f6522a963fac.json,35e9bf49-68fc-4768-4336-f6522a963fac,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/35e9bf49-68fc-4768-4336-f6522a963fac,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c9463f17047ded3018d832f579a4e21bd37e472b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482209,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,358,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/35e9bf49-68fc-4768-4336-f6522a963fac/manifest,,,,,219
官員生徒其他願伺届  明治八年中,,明治8年1月~明治8年12月 (1875~1875),東京医学校,268×192,重要文化財,197-2,171,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/13ec5f52-3bd2-1619-8795-591d75b41d82.json,13ec5f52-3bd2-1619-8795-591d75b41d82,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/13ec5f52-3bd2-1619-8795-591d75b41d82,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e9f5d14bf6913b4112c6dd851d92a58dc068e3cd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482210,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,359,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/13ec5f52-3bd2-1619-8795-591d75b41d82/manifest,,,,,273
官員生徒其他願伺届  明治八年中,,明治8年1月~明治8年12月 (1875~1875),東京医学校,268×192,重要文化財,197-3,172,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7b8860e3-44ea-2eb5-41f8-f3cdde746a0d.json,7b8860e3-44ea-2eb5-41f8-f3cdde746a0d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/7b8860e3-44ea-2eb5-41f8-f3cdde746a0d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/85d80b00f77838b08d10051ac56726ab0b5f300c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482211,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,360,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7b8860e3-44ea-2eb5-41f8-f3cdde746a0d/manifest,,,,,110
官員生徒願伺届  明治七年中,,明治7年7年~明治7年12月 (1874~1874),東京医学校,268×192,重要文化財,198-1,173,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/76cd6405-3c00-3d06-112c-d90f51325692.json,76cd6405-3c00-3d06-112c-d90f51325692,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/76cd6405-3c00-3d06-112c-d90f51325692,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e6997f7cbd896c8e00b121fa2bdc2490a7470846.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482212,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,361,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/76cd6405-3c00-3d06-112c-d90f51325692/manifest,,,,,162
官員生徒願伺届  明治九年一月ヨリ十二月ニ至ル,,明治9年1月~明治9月12月 (1876~1876),東京医学校,268×192,重要文化財,198-2,174,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ef42d88f-69dd-73ee-849d-d5c30eb674b8.json,ef42d88f-69dd-73ee-849d-d5c30eb674b8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/ef42d88f-69dd-73ee-849d-d5c30eb674b8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d082ee00dfb6691e861619b81adf2e9d32a462d0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482213,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,362,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ef42d88f-69dd-73ee-849d-d5c30eb674b8/manifest,,,,,292
官員其他願伺届  明治六年中,,明治6年1月~明治6年7月 (1873~1873),第一大学区医学校,269×193,重要文化財,199,145,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8c1fb0cd-2f62-49b9-379c-2339aa6e0d9c.json,8c1fb0cd-2f62-49b9-379c-2339aa6e0d9c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/8c1fb0cd-2f62-49b9-379c-2339aa6e0d9c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b059f7a7ffccf336201a78721e11a75c4113c283.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482214,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,363,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8c1fb0cd-2f62-49b9-379c-2339aa6e0d9c/manifest,,,,,234
