タイトル／Title,タイトル／Title,巻号タイトル／Volume Title,作成者／Creator,公開者／Publisher,出版地・頒布地／Publication Place,出版年/Year,発行日／Issued Data,言語／Language,主題／Subject,所蔵先／Source,請求記号／Call Number,貢献者／Contributor,公開日／Date,概要,Material Type,付加的記載,装訂,請求記号,著作の構成,バージョンの成立時期,著作の時期,大きさ（縦×横）,バージョンの行字数,出所,数量,登録番号,印記,資料化の技法,バージョンの技法,データのタイトル,著作のタイトル,バージョンの成立年,著作の年,バージョンの大きさ（縦×横）,データの識別子,Series Title,状態,外題,バージョンの成立場所,参考文献,バージョンの責任,著作の責任,原簿番号,資料化の時期,資料化の年,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:alternative,dcndl:volumeTitle,dcterms:creator,dcterms:publisher,dcndl:publicationPlace,uterms:year,dcterms:issued,dcterms:language,dcterms:subject,dcterms:source,dcndl:callNumber,dcterms:contributor,dcterms:available,dcterms:description,dcndl:materialType,uparl:additionalDescription,uparl:bibliopegy,uparl:callNumber,uparl:constitutionOfTheWork,uparl:dateOfTheVersion,uparl:dateOfTheWork,uparl:dimensions,uparl:linageOfTheVersion,uparl:provenance,uparl:quantity,uparl:registrationNumber,uparl:seal,uparl:techniqueOfTheMaterialization,uparl:techniqueOfTheVersion,uparl:titleOfTheData,uparl:titleOfTheWork,uparl:yearOfTheVersion,uparl:yearOfTheWork,uparl:dimensionsOfTheVersion,uparl:identifierOfTheData,dcndl:seriesTitle,uparl:condition,uparl:externalTitle,uparl:placeOfTheVersion,uparl:reference,uparl:responsibilityOfTheVersion,uparl:responsibilityOfTheWork,uparl:ledgerNumber,uparl:dateOfTheMaterialization,uparl:yearOfTheMaterialization,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,20214
"忠義水滸全傳 120囘圖1卷,宣和遺事 1卷[IASA_KUR_41973_18]",,,"施耐庵集撰, 羅貫中纂修,李贄評閱,楊定見編",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"黒筆の書入れあり挿入物あり: 第46囘第6-7葉間
落丁: 第9囘第3葉, 第30囘第1-2葉, 第32囘第21葉以降, 第84囘第1葉.
シミ, 破損, 虫損, カスレ甚だし(一部欠損箇所の補鈔, および貼付による補修・補鈔あり)","線装,四針眼釘法",倉石文庫:41973:1,120回,(中国)明末,明後期,25.2×16.5,毎半葉10行、行22字,"倉石武四郎旧蔵, 東京大学東洋文化研究所倉石文庫藏",32冊,"6403914721,6403914739,6403914747,6403914754,6403914762,6403914770,6403914788,6403914796,6403914804,6403914812,6403914820,6403914838,6403914846,6403914853,6403914861,6403914879,6403914887,6403914895,6403914903,6403914911,6403914929,6403914937,6403914945,6403914952","東洋文化研究所図書,倉石武四郎博士旧蔵",印本,木版,忠義水滸全傳一百二十回 Zhongyi Shuihu quanzhuan 120hui  忠義水滸全伝一百二十回    忠义水浒全传一百二十回,"(巻首題)忠義水滸全傳,(版心題)水滸全傳,(目首題)忠義水滸全傳,(引首首題)新鐫李氏藏本忠義水滸全傳,(発凡首題)出像評點忠義水滸全傳",1628-1644年,1567-1644,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/08b8dfc3-9a74-9ea6-8fbc-f1cc42eb53d6.json,08b8dfc3-9a74-9ea6-8fbc-f1cc42eb53d6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/08b8dfc3-9a74-9ea6-8fbc-f1cc42eb53d6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c989f7dee6670b1d9f47ee59eac2ca024731df39.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370839,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/08b8dfc3-9a74-9ea6-8fbc-f1cc42eb53d6/manifest,,,,,80
"忠義水滸全傳 120囘圖1卷,宣和遺事 1卷[IASA_KUR_41973_19]",,,"施耐庵集撰, 羅貫中纂修,李贄評閱,楊定見編",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"黒筆の書入れあり挿入物あり: 第46囘第6-7葉間
落丁: 第9囘第3葉, 第30囘第1-2葉, 第32囘第21葉以降, 第84囘第1葉.
シミ, 破損, 虫損, カスレ甚だし(一部欠損箇所の補鈔, および貼付による補修・補鈔あり)","線装,四針眼釘法",倉石文庫:41973:1,120回,(中国)明末,明後期,25.2×16.5,毎半葉10行、行22字,"倉石武四郎旧蔵, 東京大学東洋文化研究所倉石文庫藏",32冊,"6403914721,6403914739,6403914747,6403914754,6403914762,6403914770,6403914788,6403914796,6403914804,6403914812,6403914820,6403914838,6403914846,6403914853,6403914861,6403914879,6403914887,6403914895,6403914903,6403914911,6403914929,6403914937,6403914945,6403914952","東洋文化研究所図書,倉石武四郎博士旧蔵",印本,木版,忠義水滸全傳一百二十回 Zhongyi Shuihu quanzhuan 120hui  忠義水滸全伝一百二十回    忠义水浒全传一百二十回,"(巻首題)忠義水滸全傳,(版心題)水滸全傳,(目首題)忠義水滸全傳,(引首首題)新鐫李氏藏本忠義水滸全傳,(発凡首題)出像評點忠義水滸全傳",1628-1644年,1567-1644,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bcdde2c3-642c-947d-522a-08198435a1e6.json,bcdde2c3-642c-947d-522a-08198435a1e6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/bcdde2c3-642c-947d-522a-08198435a1e6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b5355a627bbb8064e76fbce68f967d18c0637c29.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370840,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bcdde2c3-642c-947d-522a-08198435a1e6/manifest,,,,,67
"忠義水滸全傳 120囘圖1卷,宣和遺事 1卷[IASA_KUR_41973_20]",,,"施耐庵集撰, 羅貫中纂修,李贄評閱,楊定見編",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"黒筆の書入れあり挿入物あり: 第46囘第6-7葉間
落丁: 第9囘第3葉, 第30囘第1-2葉, 第32囘第21葉以降, 第84囘第1葉.
シミ, 破損, 虫損, カスレ甚だし(一部欠損箇所の補鈔, および貼付による補修・補鈔あり)","線装,四針眼釘法",倉石文庫:41973:1,120回,(中国)明末,明後期,25.2×16.5,毎半葉10行、行22字,"倉石武四郎旧蔵, 東京大学東洋文化研究所倉石文庫藏",32冊,"6403914721,6403914739,6403914747,6403914754,6403914762,6403914770,6403914788,6403914796,6403914804,6403914812,6403914820,6403914838,6403914846,6403914853,6403914861,6403914879,6403914887,6403914895,6403914903,6403914911,6403914929,6403914937,6403914945,6403914952","東洋文化研究所図書,倉石武四郎博士旧蔵",印本,木版,忠義水滸全傳一百二十回 Zhongyi Shuihu quanzhuan 120hui  忠義水滸全伝一百二十回    忠义水浒全传一百二十回,"(巻首題)忠義水滸全傳,(版心題)水滸全傳,(目首題)忠義水滸全傳,(引首首題)新鐫李氏藏本忠義水滸全傳,(発凡首題)出像評點忠義水滸全傳",1628-1644年,1567-1644,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a54599a8-17a6-330d-a115-cc1a7ace9d1a.json,a54599a8-17a6-330d-a115-cc1a7ace9d1a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/a54599a8-17a6-330d-a115-cc1a7ace9d1a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cfd1f3a3ffbf8ac074a937bae7c101ec127cb969.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370841,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a54599a8-17a6-330d-a115-cc1a7ace9d1a/manifest,,,,,69
"忠義水滸全傳 120囘圖1卷,宣和遺事 1卷[IASA_KUR_41973_21]",,,"施耐庵集撰, 羅貫中纂修,李贄評閱,楊定見編",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"黒筆の書入れあり挿入物あり: 第46囘第6-7葉間
落丁: 第9囘第3葉, 第30囘第1-2葉, 第32囘第21葉以降, 第84囘第1葉.
シミ, 破損, 虫損, カスレ甚だし(一部欠損箇所の補鈔, および貼付による補修・補鈔あり)","線装,四針眼釘法",倉石文庫:41973:1,120回,(中国)明末,明後期,25.2×16.5,毎半葉10行、行22字,"倉石武四郎旧蔵, 東京大学東洋文化研究所倉石文庫藏",32冊,"6403914721,6403914739,6403914747,6403914754,6403914762,6403914770,6403914788,6403914796,6403914804,6403914812,6403914820,6403914838,6403914846,6403914853,6403914861,6403914879,6403914887,6403914895,6403914903,6403914911,6403914929,6403914937,6403914945,6403914952","東洋文化研究所図書,倉石武四郎博士旧蔵",印本,木版,忠義水滸全傳一百二十回 Zhongyi Shuihu quanzhuan 120hui  忠義水滸全伝一百二十回    忠义水浒全传一百二十回,"(巻首題)忠義水滸全傳,(版心題)水滸全傳,(目首題)忠義水滸全傳,(引首首題)新鐫李氏藏本忠義水滸全傳,(発凡首題)出像評點忠義水滸全傳",1628-1644年,1567-1644,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/94a5b770-479d-4bc2-2ba8-118341972fdc.json,94a5b770-479d-4bc2-2ba8-118341972fdc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/94a5b770-479d-4bc2-2ba8-118341972fdc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e63691383fb5b0740119c0646ef701b68875b6b3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370842,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/94a5b770-479d-4bc2-2ba8-118341972fdc/manifest,,,,,88
"忠義水滸全傳 120囘圖1卷,宣和遺事 1卷[IASA_KUR_41973_22]",,,"施耐庵集撰, 羅貫中纂修,李贄評閱,楊定見編",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"黒筆の書入れあり挿入物あり: 第46囘第6-7葉間
落丁: 第9囘第3葉, 第30囘第1-2葉, 第32囘第21葉以降, 第84囘第1葉.
シミ, 破損, 虫損, カスレ甚だし(一部欠損箇所の補鈔, および貼付による補修・補鈔あり)","線装,四針眼釘法",倉石文庫:41973:1,120回,(中国)明末,明後期,25.2×16.5,毎半葉10行、行22字,"倉石武四郎旧蔵, 東京大学東洋文化研究所倉石文庫藏",32冊,"6403914721,6403914739,6403914747,6403914754,6403914762,6403914770,6403914788,6403914796,6403914804,6403914812,6403914820,6403914838,6403914846,6403914853,6403914861,6403914879,6403914887,6403914895,6403914903,6403914911,6403914929,6403914937,6403914945,6403914952","東洋文化研究所図書,倉石武四郎博士旧蔵",印本,木版,忠義水滸全傳一百二十回 Zhongyi Shuihu quanzhuan 120hui  忠義水滸全伝一百二十回    忠义水浒全传一百二十回,"(巻首題)忠義水滸全傳,(版心題)水滸全傳,(目首題)忠義水滸全傳,(引首首題)新鐫李氏藏本忠義水滸全傳,(発凡首題)出像評點忠義水滸全傳",1628-1644年,1567-1644,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/25aac171-90fb-4937-8e0a-4b1bcb3b09f8.json,25aac171-90fb-4937-8e0a-4b1bcb3b09f8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/25aac171-90fb-4937-8e0a-4b1bcb3b09f8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/90b1a304a4c980d8c2b6f75328988e0b3b38c0c1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370843,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/25aac171-90fb-4937-8e0a-4b1bcb3b09f8/manifest,,,,,96
"忠義水滸全傳 120囘圖1卷,宣和遺事 1卷[IASA_KUR_41973_23]",,,"施耐庵集撰, 羅貫中纂修,李贄評閱,楊定見編",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"黒筆の書入れあり挿入物あり: 第46囘第6-7葉間
落丁: 第9囘第3葉, 第30囘第1-2葉, 第32囘第21葉以降, 第84囘第1葉.
シミ, 破損, 虫損, カスレ甚だし(一部欠損箇所の補鈔, および貼付による補修・補鈔あり)","線装,四針眼釘法",倉石文庫:41973:1,120回,(中国)明末,明後期,25.2×16.5,毎半葉10行、行22字,"倉石武四郎旧蔵, 東京大学東洋文化研究所倉石文庫藏",32冊,"6403914721,6403914739,6403914747,6403914754,6403914762,6403914770,6403914788,6403914796,6403914804,6403914812,6403914820,6403914838,6403914846,6403914853,6403914861,6403914879,6403914887,6403914895,6403914903,6403914911,6403914929,6403914937,6403914945,6403914952","東洋文化研究所図書,倉石武四郎博士旧蔵",印本,木版,忠義水滸全傳一百二十回 Zhongyi Shuihu quanzhuan 120hui  忠義水滸全伝一百二十回    忠义水浒全传一百二十回,"(巻首題)忠義水滸全傳,(版心題)水滸全傳,(目首題)忠義水滸全傳,(引首首題)新鐫李氏藏本忠義水滸全傳,(発凡首題)出像評點忠義水滸全傳",1628-1644年,1567-1644,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/15db932c-22d0-5d37-74d5-5c59079210e4.json,15db932c-22d0-5d37-74d5-5c59079210e4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/15db932c-22d0-5d37-74d5-5c59079210e4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e1374b016cc18a33cff9a1b2c0e74d7a5fad07f6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370844,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/15db932c-22d0-5d37-74d5-5c59079210e4/manifest,,,,,96
"忠義水滸全傳 120囘圖1卷,宣和遺事 1卷[IASA_KUR_41973_24]",,,"施耐庵集撰, 羅貫中纂修,李贄評閱,楊定見編",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"黒筆の書入れあり挿入物あり: 第46囘第6-7葉間
落丁: 第9囘第3葉, 第30囘第1-2葉, 第32囘第21葉以降, 第84囘第1葉.
シミ, 破損, 虫損, カスレ甚だし(一部欠損箇所の補鈔, および貼付による補修・補鈔あり)","線装,四針眼釘法",倉石文庫:41973:1,120回,(中国)明末,明後期,25.2×16.5,毎半葉10行、行22字,"倉石武四郎旧蔵, 東京大学東洋文化研究所倉石文庫藏",32冊,"6403914721,6403914739,6403914747,6403914754,6403914762,6403914770,6403914788,6403914796,6403914804,6403914812,6403914820,6403914838,6403914846,6403914853,6403914861,6403914879,6403914887,6403914895,6403914903,6403914911,6403914929,6403914937,6403914945,6403914952","東洋文化研究所図書,倉石武四郎博士旧蔵",印本,木版,忠義水滸全傳一百二十回 Zhongyi Shuihu quanzhuan 120hui  忠義水滸全伝一百二十回    忠义水浒全传一百二十回,"(巻首題)忠義水滸全傳,(版心題)水滸全傳,(目首題)忠義水滸全傳,(引首首題)新鐫李氏藏本忠義水滸全傳,(発凡首題)出像評點忠義水滸全傳",1628-1644年,1567-1644,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f6f2e883-5488-3a52-362a-aad76c5d542b.json,f6f2e883-5488-3a52-362a-aad76c5d542b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/f6f2e883-5488-3a52-362a-aad76c5d542b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3eb0d93f93ec21cada960af4c73518d7d9c9f16c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370845,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f6f2e883-5488-3a52-362a-aad76c5d542b/manifest,,,,,81
第五才子書施耐菴水滸傳 七十五卷[IASA_SHT_123_00],,,"[(明)羅本撰] ;,[(清)金人瑞批改]",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"毎葉版心下部に「貫華堂」あり。第1冊表紙裏、第1帙裏に墨筆書入れあり。各表紙に冊次の書入れあり。鉛筆, 朱筆, 黒筆の書入れあり。胡粉による修正あり。破損, シミ, 虫損, カスレあり。","線装,四針眼釘法",特;双紅堂:小説:123,75巻70回,(中国)明崇禎年間,明崇禎年間,26.0×17.0cm,毎半葉8行、行19字、注小字双行,東洋文化研究所雙紅堂文庫蔵,32冊,"6403832576,6403832584,6403832592,6403832600,6403832618,6403832626,6403832634,6403832642,6403832659,6403832667,6403832675,6403832683,6403832691,6403832709,6403832717,6403832725,6403832733,6403832741,6403832758,6403832766,6403832774,6403832782,6403832790,6403832808,6403832816,6403832824,6403832832,6403832840,6403832857,6403832865,6403832873,6403832881","東洋文化研究所圖書,士倫曾藏,靜盦,規,雙紅堂,越國文學,清絢之印,君錦,□暦清氏臧書",印本,木版,第五才子書施耐菴水滸傳七十五卷 Diwucaizishu ShiNaian Shuihuzhuan 75juan 第五才子書施耐菴水滸伝七十五巻   第五才子书施耐菴水浒传七十五卷,"(巻首題)第五才子書施耐菴水滸傳,(版心題)第五才子書,(序題)第五才子書施耐菴水滸傳",1628-1644年,1628-1644年,(内框)19.3×13.0cm,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/92e61d97-2403-6284-52c2-3757f6361018.json,92e61d97-2403-6284-52c2-3757f6361018,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/92e61d97-2403-6284-52c2-3757f6361018,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a26ce06281b907e0f1719cf482cd3490df3551ee.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370846,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/92e61d97-2403-6284-52c2-3757f6361018/manifest,,,,,56
第五才子書施耐菴水滸傳 七十五卷[IASA_SHT_123_01],,,"[(明)羅本撰] ;,[(清)金人瑞批改]",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"毎葉版心下部に「貫華堂」あり。第1冊表紙裏、第1帙裏に墨筆書入れあり。各表紙に冊次の書入れあり。鉛筆, 朱筆, 黒筆の書入れあり。胡粉による修正あり。破損, シミ, 虫損, カスレあり。","線装,四針眼釘法",特;双紅堂:小説:123-1,75巻70回,(中国)明崇禎年間,明崇禎年間,26.0×17.0cm,毎半葉8行、行19字、注小字双行,東洋文化研究所雙紅堂文庫蔵,32冊,"6403832576,6403832584,6403832592,6403832600,6403832618,6403832626,6403832634,6403832642,6403832659,6403832667,6403832675,6403832683,6403832691,6403832709,6403832717,6403832725,6403832733,6403832741,6403832758,6403832766,6403832774,6403832782,6403832790,6403832808,6403832816,6403832824,6403832832,6403832840,6403832857,6403832865,6403832873,6403832881","東洋文化研究所圖書,士倫曾藏,靜盦,規,雙紅堂,越國文學,清絢之印,君錦,□暦清氏臧書",印本,木版,第五才子書施耐菴水滸傳七十五卷 Diwucaizishu ShiNaian Shuihuzhuan 75juan 第五才子書施耐菴水滸伝七十五巻   第五才子书施耐菴水浒传七十五卷,"(巻首題)第五才子書施耐菴水滸傳,(版心題)第五才子書,(序題)第五才子書施耐菴水滸傳",1628-1644年,1628-1644年,(内框)19.3×13.0cm,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1a9a4cb5-718a-2b9a-2716-6689ca1f39d0.json,1a9a4cb5-718a-2b9a-2716-6689ca1f39d0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/1a9a4cb5-718a-2b9a-2716-6689ca1f39d0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/008f10f7391aa6ee6258ce302b3dc618016fade3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370847,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1a9a4cb5-718a-2b9a-2716-6689ca1f39d0/manifest,,,,,51
第五才子書施耐菴水滸傳 七十五卷[IASA_SHT_123_02],,,"[(明)羅本撰] ;,[(清)金人瑞批改]",,,,,中国語,,,,,,中国明代末に刊刻された『水滸伝』。,漢籍,"毎葉版心下部に「貫華堂」あり。第1冊表紙裏、第1帙裏に墨筆書入れあり。各表紙に冊次の書入れあり。鉛筆, 朱筆, 黒筆の書入れあり。胡粉による修正あり。破損, シミ, 虫損, カスレあり。","線装,四針眼釘法",特;双紅堂:小説:123-2,75巻70回,(中国)明崇禎年間,明崇禎年間,26.0×17.0cm,毎半葉8行、行19字、注小字双行,東洋文化研究所雙紅堂文庫蔵,32冊,"6403832576,6403832584,6403832592,6403832600,6403832618,6403832626,6403832634,6403832642,6403832659,6403832667,6403832675,6403832683,6403832691,6403832709,6403832717,6403832725,6403832733,6403832741,6403832758,6403832766,6403832774,6403832782,6403832790,6403832808,6403832816,6403832824,6403832832,6403832840,6403832857,6403832865,6403832873,6403832881","東洋文化研究所圖書,士倫曾藏,靜盦,規,雙紅堂,越國文學,清絢之印,君錦,□暦清氏臧書",印本,木版,第五才子書施耐菴水滸傳七十五卷 Diwucaizishu ShiNaian Shuihuzhuan 75juan 第五才子書施耐菴水滸伝七十五巻   第五才子书施耐菴水浒传七十五卷,"(巻首題)第五才子書施耐菴水滸傳,(版心題)第五才子書,(序題)第五才子書施耐菴水滸傳",1628-1644年,1628-1644年,(内框)19.3×13.0cm,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cf46f830-43d5-68c3-4d54-3b7ea588849f.json,cf46f830-43d5-68c3-4d54-3b7ea588849f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/cf46f830-43d5-68c3-4d54-3b7ea588849f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/34305efdcb45dd0e4afc16dc84e4b33cb6349570.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1370848,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,水滸伝コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cf46f830-43d5-68c3-4d54-3b7ea588849f/manifest,,,,,76
