書名,注記,請求記号,タイトル（ヨミ）,資料番号/Barcode No.,所蔵図書館室 / Holding Library,書誌ID,巻,メモ,文庫区分,著者・編者・監修者,購入年,出版年,幅・高さ,種別,言語,書名2,出版社,分類1,分類2,解説1,第一中学本,図版番号,開成学校本,キーワード,サイズ,帝国大学本,タイトル2,東京大学本,解説2,解説3,解説4,解説5,解説6,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
本朝世紀 19 治暦四年〈自正月 至十二月〉,18丁。宮内庁書陵部伏見宮本(巻8)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460008。宮内庁書陵部伏見宮本(巻7)長元九年https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460007は一高本になし,三:い:30,ホンチョウセイキ 19,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3a8b6aaf-560e-6305-7719-66acb0086a9d.json,3a8b6aaf-560e-6305-7719-66acb0086a9d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/3a8b6aaf-560e-6305-7719-66acb0086a9d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0a87ed80f1bd6d40a931d2e88ceadf106a7e1d1f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951177,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-020,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3a8b6aaf-560e-6305-7719-66acb0086a9d/manifest,,,,,24
本朝世紀 20 寛治元年〈自七月 至十二月〉,25丁。7月中間欠の箇所に貼紙あり。宮内庁書陵部伏見宮本(巻9)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460009,三:い:30,ホンチョウセイキ 20,,,,,,,藤原通憲,[江戸時代],[18世紀],29.5×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/da87a1fc-9bfc-82f7-63cd-795be6a046c5.json,da87a1fc-9bfc-82f7-63cd-795be6a046c5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/da87a1fc-9bfc-82f7-63cd-795be6a046c5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/080860c9216be35171d1c91d3d2d50c18f021c08.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951176,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-021,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/da87a1fc-9bfc-82f7-63cd-795be6a046c5/manifest,,,,,31
本朝世紀 21 康和元年〈自正月 至十二月〉,29丁。宮内庁書陵部伏見宮本(巻10)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460010,三:い:30,ホンチョウセイキ 21,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.9cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/414532e5-0910-9a3c-1eef-f15b4bbb9a40.json,414532e5-0910-9a3c-1eef-f15b4bbb9a40,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/414532e5-0910-9a3c-1eef-f15b4bbb9a40,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/91cf4ece7111f25f210e97da2df65ff9cc7884d1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951175,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-022,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/414532e5-0910-9a3c-1eef-f15b4bbb9a40/manifest,,,,,35
本朝世紀 22 康和五年〈自正月 至十二月〉,44丁。11月1日条に2行脱行あり、新補貼紙あり。宮内庁書陵部伏見宮本(巻11)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460011,三:い:30,ホンチョウセイキ 22,,,,,,,藤原通憲,[江戸時代],[18世紀],29.5×20.9cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/78fd91c1-55ab-0a41-3ef5-7c2e02731b64.json,78fd91c1-55ab-0a41-3ef5-7c2e02731b64,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/78fd91c1-55ab-0a41-3ef5-7c2e02731b64,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/320936f54c3141d59bc5cc7449b53465aa2a209e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951174,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-023,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/78fd91c1-55ab-0a41-3ef5-7c2e02731b64/manifest,,,,,51
本朝世紀 23 康治元年〈自正月 至六月〉,32丁。3月1日条に文字大小に関する朱書あり、刊本はそれに従う。,三:い:30,ホンチョウセイキ 23,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/172b4b54-8c52-365a-9cc3-c83d0b390f62.json,172b4b54-8c52-365a-9cc3-c83d0b390f62,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/172b4b54-8c52-365a-9cc3-c83d0b390f62,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/469c874bf898051de5359240f0c3873656f32575.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951173,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-024,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172b4b54-8c52-365a-9cc3-c83d0b390f62/manifest,,,,,38
本朝世紀 24 康治元年〈自七月 至十二月〉,39丁。,三:い:30,ホンチョウセイキ 24,,,,,,,藤原通憲,[江戸時代],[18世紀],29.5×20.6cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7813a3f0-9692-4318-422f-5123b6e4274a.json,7813a3f0-9692-4318-422f-5123b6e4274a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/7813a3f0-9692-4318-422f-5123b6e4274a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/67a028eb50fc72a888ba175355cab55dc532b677.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951172,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-025,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7813a3f0-9692-4318-422f-5123b6e4274a/manifest,,,,,45
本朝世紀 25 康治二年〈自正月 至六月〉,27丁。,三:い:30,ホンチョウセイキ 25,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.5cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8f40781d-3a24-a28f-54a9-b676bcb46da8.json,8f40781d-3a24-a28f-54a9-b676bcb46da8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/8f40781d-3a24-a28f-54a9-b676bcb46da8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d2bfbbabf10bfb1834fe9a0c8f51d2142953ba2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951171,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-026,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8f40781d-3a24-a28f-54a9-b676bcb46da8/manifest,,,,,33
本朝世紀 26 康治二年〈自七月 至十二月〉,20丁。,三:い:30,ホンチョウセイキ 26,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/90e0ff6d-5699-3915-2fe8-fbd8df2c1d41.json,90e0ff6d-5699-3915-2fe8-fbd8df2c1d41,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/90e0ff6d-5699-3915-2fe8-fbd8df2c1d41,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/867ca1a231ca9f7dc6ada7951b085e93c7ca310e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951170,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-027,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/90e0ff6d-5699-3915-2fe8-fbd8df2c1d41/manifest,,,,,26
本朝世紀 27 天養元年〈四季〉,15丁。,三:い:30,ホンチョウセイキ 27,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fcdbc8dc-75a4-99db-9066-6ae3266618ac.json,fcdbc8dc-75a4-99db-9066-6ae3266618ac,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/fcdbc8dc-75a4-99db-9066-6ae3266618ac,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f3872bd4cf3911d9ab848e28f344d12e264df3ef.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951169,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-028,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fcdbc8dc-75a4-99db-9066-6ae3266618ac/manifest,,,,,21
本朝世紀 28 久安元年〈四季〉,18丁。宮内庁書陵部伏見宮本(巻12)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460012,三:い:30,ホンチョウセイキ 28,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a0f3a9da-4d46-01f7-11e1-869820584759.json,a0f3a9da-4d46-01f7-11e1-869820584759,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/a0f3a9da-4d46-01f7-11e1-869820584759,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/335751d4f5437b642d98836ec012454523ff6230.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951168,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-029,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a0f3a9da-4d46-01f7-11e1-869820584759/manifest,,,,,24
本朝世紀 29 久安二年〈正月・二月 三月〉,19丁。宮内庁書陵部伏見宮本(巻13)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460013,三:い:30,ホンチョウセイキ 29,,,,,,,藤原通憲,[江戸時代],[18世紀],29.8×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bd61a1f5-0aa8-22a2-7870-7650bf732123.json,bd61a1f5-0aa8-22a2-7870-7650bf732123,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/bd61a1f5-0aa8-22a2-7870-7650bf732123,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f9146f32f4aeedd285f3a56d26142fc9494b487c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951167,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-030,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bd61a1f5-0aa8-22a2-7870-7650bf732123/manifest,,,,,25
本朝世紀 30 久安二年〈四月 五月〉,16丁。4月16日条裏書は最終丁にあり。宮内庁書陵部伏見宮本(巻14)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460014,三:い:30,ホンチョウセイキ 30,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b2ef6413-2912-2c4a-2529-7341d5d01844.json,b2ef6413-2912-2c4a-2529-7341d5d01844,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/b2ef6413-2912-2c4a-2529-7341d5d01844,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ca1323151c7c493127dced81fd5b362676512be4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951166,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-031,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b2ef6413-2912-2c4a-2529-7341d5d01844/manifest,,,,,22
本朝世紀 31 久安二年〈自七月 至十二月〉,24丁。宮内庁書陵部伏見宮本(巻15)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460015,三:い:30,ホンチョウセイキ 31,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.9cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a9db89a-7ba9-3bd0-7e0c-18849feb81e7.json,5a9db89a-7ba9-3bd0-7e0c-18849feb81e7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/5a9db89a-7ba9-3bd0-7e0c-18849feb81e7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a7d581a3a089d0a2f0c52b0af1385316dba2c9d3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951165,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-032,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5a9db89a-7ba9-3bd0-7e0c-18849feb81e7/manifest,,,,,30
本朝世紀 32 久安三年〈自正月 至六月〉,51丁。宮内庁書陵部伏見宮本(巻16)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460016,三:い:30,ホンチョウセイキ 32,,,,,,,藤原通憲,[江戸時代],[18世紀],29.5×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e074d2f9-28bd-8802-912b-5162c725707a.json,e074d2f9-28bd-8802-912b-5162c725707a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/e074d2f9-28bd-8802-912b-5162c725707a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/13036951a6fe1121ce8136d23006a323c27430a4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951164,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-033,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e074d2f9-28bd-8802-912b-5162c725707a/manifest,,,,,57
本朝世紀 33 久安三年〈自七月 至十二月〉,44丁。宮内庁書陵部伏見宮本(巻17)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460017,三:い:30,ホンチョウセイキ 33,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.9cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1b7313ca-87e6-6de6-43a5-5b488c40a11b.json,1b7313ca-87e6-6de6-43a5-5b488c40a11b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/1b7313ca-87e6-6de6-43a5-5b488c40a11b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/65049208d910575754dfbb0298e9d2e2c6c37438.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951163,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-034,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1b7313ca-87e6-6de6-43a5-5b488c40a11b/manifest,,,,,50
本朝世紀 34 久安四年〈自正月 至閏六月〉,46丁。宮内庁書陵部伏見宮本(巻18)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460018,三:い:30,ホンチョウセイキ 34,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/39872603-9d18-9176-14f3-7fa7803ba20f.json,39872603-9d18-9176-14f3-7fa7803ba20f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/39872603-9d18-9176-14f3-7fa7803ba20f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c91789c2998adfaa9cadcf4015e58dc50167379e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951162,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-035,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/39872603-9d18-9176-14f3-7fa7803ba20f/manifest,,,,,52
本朝世紀 35 久安五年〈自正月 至六月〉,54丁。宮内庁書陵部伏見宮本(巻19)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460019,三:い:30,ホンチョウセイキ 35,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5fd04083-3a62-65bd-804c-8df83e4aa477.json,5fd04083-3a62-65bd-804c-8df83e4aa477,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/5fd04083-3a62-65bd-804c-8df83e4aa477,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d3b803bae9b37f9c6b64eaea7c50dcd5c33901b4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951161,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-036,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5fd04083-3a62-65bd-804c-8df83e4aa477/manifest,,,,,60
本朝世紀 36 久安五年〈自七月 至九月〉,30丁。宮内庁書陵部伏見宮本(巻20)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460020,三:い:30,ホンチョウセイキ 36,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.5cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/08c33085-267d-549a-86e8-ac3aae2b2eae.json,08c33085-267d-549a-86e8-ac3aae2b2eae,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/08c33085-267d-549a-86e8-ac3aae2b2eae,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/009fc374d0557a427166066e1bcbd53c88bc9921.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951160,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-037,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/08c33085-267d-549a-86e8-ac3aae2b2eae/manifest,,,,,37
本朝世紀 37 久安五年〈自十月 至十二月〉,38丁。脱行を貼紙補写。12月27日条裏書の一丁を当該条の途中に綴じ込む。宮内庁書陵部伏見宮本(巻21)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460021,三:い:30,ホンチョウセイキ 37,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d7aed2c6-1efa-2987-0a60-559ccc6f6174.json,d7aed2c6-1efa-2987-0a60-559ccc6f6174,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/d7aed2c6-1efa-2987-0a60-559ccc6f6174,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/da7e98aea8958084992c0854fde0a4aa4e5713a9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951159,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-038,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d7aed2c6-1efa-2987-0a60-559ccc6f6174/manifest,,,,,45
本朝世紀 38 久安六年〈自六月 至十二月〉,38丁。10月2日条貼紙剥がれ。宮内庁書陵部伏見宮本(巻21)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460022,三:い:30,ホンチョウセイキ 38,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7e45c1b5-2a69-3bc5-1488-8b5224866aa7.json,7e45c1b5-2a69-3bc5-1488-8b5224866aa7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/7e45c1b5-2a69-3bc5-1488-8b5224866aa7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3a815bd4e8406fe8d2122bf44aa08e2933899813.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951158,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-039,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7e45c1b5-2a69-3bc5-1488-8b5224866aa7/manifest,,,,,45
