タイトル	タイトル	タイトルよみ	請求番号	和暦	地域	題種・題名	題種・題名よみ	作者名	作者名よみ	書誌備考	刊写	体裁	親書誌	大分類	中分類	小分類	月	日	西暦	月日	刊記	板元	元号	劇場	内題下	演奏者	統一劇場	刊年	興行人	内題下よみ	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
万歳阿国歌舞妓		ばんぜいおくにかぶき	黒0963-0015-040	文政10	江戸						刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	03	21	1827	03・21		板元 福地茂兵衛/[ふきや丁] 山本重五郎正	文政	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5850bbb3-5a98-4424-b2e1-792ae3816256.json	5850bbb3-5a98-4424-b2e1-792ae3816256	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/5850bbb3-5a98-4424-b2e1-792ae3816256	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c04a45283e2b38a72f2433717c83efb3f8f58cf5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279242	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1811	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5850bbb3-5a98-4424-b2e1-792ae3816256/manifest					1
鬼一法眼三略巻		きいちほうげんさんりゃくのまき	黒0963-0015-041	文政10	江戸	夏祭浪花鑑	なつまつりなにわかがみ				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	05	12	1827	05・12		板元 福地茂兵衛/正めい ふきや町 山本重五郎	文政	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/29291e73-ed66-4767-b918-19a089db0e35.json	29291e73-ed66-4767-b918-19a089db0e35	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/29291e73-ed66-4767-b918-19a089db0e35	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cd56677224982bb2997a307d6a30c7662e0b8033.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279243	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1812	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/29291e73-ed66-4767-b918-19a089db0e35/manifest					1
仮名手本忠臣蔵		かなでほんちゅうしんぐら	黒0963-0015-042	天保03	江戸						刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	09	17	1832	09・17		板元 田所町 小川半助正	天保	河原崎座			河原崎座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3fd60e9a-3bee-495b-a9ec-4aa191d7ca70.json	3fd60e9a-3bee-495b-a9ec-4aa191d7ca70	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/3fd60e9a-3bee-495b-a9ec-4aa191d7ca70	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/11491f0a0559218062b1c24cdcb90139d04306c0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279244	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1813	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3fd60e9a-3bee-495b-a9ec-4aa191d7ca70/manifest					1
仮名手本忠臣蔵		かなでほんちゅうしんぐら	黒0963-0015-043	天保06	江戸						刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	08	28	1835	08・28		板元 福地茂兵衛/正銘 山本重五郎	天保	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f31b1591-80b7-4f78-8719-82419bbb8cb0.json	f31b1591-80b7-4f78-8719-82419bbb8cb0	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/f31b1591-80b7-4f78-8719-82419bbb8cb0	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f425c558534a35941e3f795449276c313ee9344a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279245	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1814	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f31b1591-80b7-4f78-8719-82419bbb8cb0/manifest					1
東海道四谷怪談		とうかいどうよつやかいだん	黒0963-0015-044	文政10	江戸						刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	09	13	1827	09・13		板元 せともの丁 村山源兵衛正	文政	中村座			中村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a5cc9e2b-8384-42cd-b8f0-b074df4132be.json	a5cc9e2b-8384-42cd-b8f0-b074df4132be	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/a5cc9e2b-8384-42cd-b8f0-b074df4132be	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fd1e82127bcba5e4f7c17e7ba4e593c8121079fe.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279246	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1815	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a5cc9e2b-8384-42cd-b8f0-b074df4132be/manifest					1
入山形曽我細見		いりやまがたそがのさいけん	黒0963-0015-045	文政11	江戸	春霞意引綱 (浄瑠理)|蝶蝶�ヲ梅菊	はるがすみこころのひきづな|ちょうちょうふたごのきょうだい				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	01	19	1828	01・19		板元 田所町 小川半助正	文政	河原崎座			河原崎座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4c586cc7-d007-4f00-8220-94889b9a0f59.json	4c586cc7-d007-4f00-8220-94889b9a0f59	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/4c586cc7-d007-4f00-8220-94889b9a0f59	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d01d5f55541c108f27aa7c75595fac1b34d4f6e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279247	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1816	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4c586cc7-d007-4f00-8220-94889b9a0f59/manifest					1
色一座曽我大寄		いろいちざそがのおおよせ	黒0963-0015-046	文政12	江戸	誰根岸君が手枕 (浄瑠璃)	たれとねぎしきみがたまくら				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	01	17	1829	01・17		板元 福地茂兵衛/ふきや丁 山本重五郎正	文政	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/81dc3f97-8ec8-4464-a892-f17f6baa2b60.json	81dc3f97-8ec8-4464-a892-f17f6baa2b60	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/81dc3f97-8ec8-4464-a892-f17f6baa2b60	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/87c313d8acf1c3011d8f1e1b2a424448c5156105.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279248	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1817	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81dc3f97-8ec8-4464-a892-f17f6baa2b60/manifest					1
義経千本桜		よしつねせんぼんざくら	黒0963-0015-047	文政11	江戸	連吉野初音旅路 (浄瑠理)	つれもよしのはつねのたびじ				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	07	21	1828	07・21		板元 福地茂兵衛/ふきや丁 山本重五郎正	文政	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c7d09adf-b36d-40b2-b6ba-571516d4b376.json	c7d09adf-b36d-40b2-b6ba-571516d4b376	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/c7d09adf-b36d-40b2-b6ba-571516d4b376	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e9a4de659f7641323a41ec533eb999de837d7c6d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279249	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1818	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c7d09adf-b36d-40b2-b6ba-571516d4b376/manifest					1
紅葉鹿封文曽我		もみじにしかふりそでそが	黒0963-0015-048	文政12	江戸						刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	01	17	1829	01・17		板元 せともの丁 村山源兵衛正	文政	中村座			中村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ecb13fce-953d-4167-a1b9-fd9f19294a7d.json	ecb13fce-953d-4167-a1b9-fd9f19294a7d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/ecb13fce-953d-4167-a1b9-fd9f19294a7d	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/54d0bba42c0c1145d247d35b8b117c6fc2be3e3c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279250	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1819	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ecb13fce-953d-4167-a1b9-fd9f19294a7d/manifest					1
義経千本桜		よしつねせんぼんざくら	黒0963-0015-049	天保04	江戸	紅糸初音旅 (浄瑠理)|夏祭浪花鑑	べにしらべはつねのたび|なつまつりなにわかがみ				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	05	13	1833	05・13		板元 福地茂兵衛/正めい ふきや町 山本重五郎板	天保	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fdcd6d71-031d-4117-ac71-7308d660afb5.json	fdcd6d71-031d-4117-ac71-7308d660afb5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/fdcd6d71-031d-4117-ac71-7308d660afb5	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/955d72719090e601e5762702b6949db50a07f87c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279251	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1820	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fdcd6d71-031d-4117-ac71-7308d660afb5/manifest					1
ひらかな盛衰記		ひらがなせいすいき	黒0963-0015-050	天保04	江戸	三銀杏御存地染	みついちょうごぞんじのえどぞめ				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	05	15	1833	05・15		板元 せともの丁 村山源兵衛正	天保	中村座			中村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/66c6e2de-f066-4308-8218-611af01f0b9c.json	66c6e2de-f066-4308-8218-611af01f0b9c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/66c6e2de-f066-4308-8218-611af01f0b9c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d93e9ceac226b21ede038586d3374c77b303badb.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279252	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1821	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/66c6e2de-f066-4308-8218-611af01f0b9c/manifest					1
玉藻前御園公服		たまものまえくもいのはれぎぬ	黒0963-0015-051	天保04	江戸	新兵衛菖蒲帷子|心中誰夕立 (浄瑠理)	しんべしんべしょうぶかたびら|しんじゅうとたれもゆうだち				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	05	16	1833	05・16		板元 田所町 小川半助正	天保	河原崎座			河原崎座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2b3009b1-9cea-4f59-b5aa-ec9e69433a7b.json	2b3009b1-9cea-4f59-b5aa-ec9e69433a7b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/2b3009b1-9cea-4f59-b5aa-ec9e69433a7b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/40ef7f73d5a1a75503343fcdb929f82af542ab33.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279253	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1822	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2b3009b1-9cea-4f59-b5aa-ec9e69433a7b/manifest					1
群曽我島台		おおいちざそがのしまだい	黒0963-0015-052	文政10	江戸	妹背山[婦女庭訓]	いもせやまおんなていきん				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	01	20	1827	01・20		板元 田所町 小川半助正	文政	河原崎座			河原崎座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/14cb595d-61c2-417f-9b27-6720dbd92b80.json	14cb595d-61c2-417f-9b27-6720dbd92b80	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/14cb595d-61c2-417f-9b27-6720dbd92b80	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c4aa3bfb8e63d157300432d3ca4a73ac2a228cc7.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279254	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1823	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/14cb595d-61c2-417f-9b27-6720dbd92b80/manifest					1
恋女房染分手綱		こいにょうぼうそめわけたづな	黒0963-0015-053	文政11	江戸	二更鐘妬念坂街|けいせゐ返魂香	かねもよつうらみのさかまち|けいせいはんごんこう				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	07	25	1828	07・25		板元 瀬戸物町 村山源兵衛正	文政	中村座			中村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/52e6286d-bf1e-401e-843f-9441314a85ab.json	52e6286d-bf1e-401e-843f-9441314a85ab	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/52e6286d-bf1e-401e-843f-9441314a85ab	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a58698adae7c383b5989944979cd382f06f13843.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279255	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1824	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/52e6286d-bf1e-401e-843f-9441314a85ab/manifest					1
仮名手本忠臣蔵		かなでほんちゅうしんぐら	黒0963-0015-054	文政10	江戸	縁花旅路の娵入 (浄瑠理)	えにしのはなたびじのよめいり				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	07	23	1827	07・23		板元 福地茂兵衛/正めい ふきや町 山本重五郎板	文政	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1efe43ab-cd94-4cc1-831a-73601356d794.json	1efe43ab-cd94-4cc1-831a-73601356d794	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/1efe43ab-cd94-4cc1-831a-73601356d794	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fa7e75759ceb242d96cf45033fe9a8143c08f1fd.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279256	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1825	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1efe43ab-cd94-4cc1-831a-73601356d794/manifest					1
大和軍配小田雁		やさぐんばいおだのかりがね	黒0963-0015-055	天保07	江戸	姫小松子日の遊	ひめこまつねのひのあそび				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	09	18	1836	09・18		板元 せともの丁 村山源兵衛正	天保	中村座			中村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7736580c-e33f-4d80-8299-7c0236d5fe86.json	7736580c-e33f-4d80-8299-7c0236d5fe86	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/7736580c-e33f-4d80-8299-7c0236d5fe86	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/32ca3048a1ce6607a4b9ee06ead86d8474953467.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279257	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1826	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7736580c-e33f-4d80-8299-7c0236d5fe86/manifest					1
本朝廿四孝		ほんちょうにじゅうしこう	黒0963-0015-056	文政11	江戸	関取千両幟|御祭礼三人俳優 (浄瑠理)	せきとりせんりょうのぼり|ごさいれいみどりのねりもの				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	06	18	1828	06・18		板元 田所町 小川半助正	文政	河原崎座			河原崎座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f8d40eed-4fed-4913-9670-b6e8a85f27ec.json	f8d40eed-4fed-4913-9670-b6e8a85f27ec	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/f8d40eed-4fed-4913-9670-b6e8a85f27ec	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/96bcd15a27c64bb1dba2c098ebcb76f37d625407.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279258	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1827	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f8d40eed-4fed-4913-9670-b6e8a85f27ec/manifest					1
妹背山婦女庭訓		いもせやまおんなていきん	黒0963-0015-057	文政13	江戸	双蝶々曲輪日記|月雪花関扉 (浄瑠理)	ふたつちょうちょうくるわにっき|つきゆきはなのせきのと				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	08	01	1830	08・01		板元 せともの丁 村山源兵衛正	文政	中村座			中村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8155fdb3-eeaa-4896-9704-309a4f3729b7.json	8155fdb3-eeaa-4896-9704-309a4f3729b7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/8155fdb3-eeaa-4896-9704-309a4f3729b7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d1586010d4c1d13916a9cdd9e2a3fb5a6c256703.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279259	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1828	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8155fdb3-eeaa-4896-9704-309a4f3729b7/manifest					1
物ぐさ太郎		ものぐさたろう	黒0963-0015-058	文政08	江戸	仕掛袖浮名替紋|道行花既仇夜嵐 (浄瑠理)|皐富士曽我初夢	しかけのそでうきなのかえもん|みちゆきはなもすでにあだなよあらし|さつきのふじそがのはつゆめ				刊	一枚物。粘葉装仕立	[東京番付]	歌舞伎	番付	辻番付	03	05	1825	03・05		板元 福地茂兵衛/ふきや丁 山本重五郎正	文政	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b9ac5780-a0b8-45e9-babe-a1e122c4f22f.json	b9ac5780-a0b8-45e9-babe-a1e122c4f22f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/b9ac5780-a0b8-45e9-babe-a1e122c4f22f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3258f73aea782db0a9395f52744cfe5866a66413.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/279260	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				1829	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b9ac5780-a0b8-45e9-babe-a1e122c4f22f/manifest					1
