タイトル	資料の解説	項目	年月日	分類	出版事項等	状態	縦×横（cm）	備考	冊数	サブコレクション	年	アイテムURL	viewingDirection	ID	ソート用項目	機械可読ドキュメント	ウェブサイトURL	IIIFマニフェストURI	帰属	コレクション	サムネイル	利用条件
伊豆下田小田原箱根大地震之図		災害	嘉永7年11月4日	かわら版		木版(墨一色)	44×35		01-046	石本コレクションI	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/6a33ddaa-abbf-4146-b000-7e0ca27a1c6b	http://iiif.io/api/presentation/2#rightToLeftDirection	6a33ddaa-abbf-4146-b000-7e0ca27a1c6b	0046	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81645	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81645/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88426/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
為火防(仮)		その他		かわら版		木版(墨一色)	26×17	袖に:此書を家内にはり置かば、神々守り玉へはかならす火なんのうれいなし	01-047	石本コレクションI		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c2f26d29-baf6-4b7d-aa05-e291cb55fbd0	http://iiif.io/api/presentation/2#rightToLeftDirection	c2f26d29-baf6-4b7d-aa05-e291cb55fbd0	0047	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81637	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81637/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88427/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
(雨にハ困ります野じゅく)しばらくのそとね		災害	安政2年10月2日	鯰絵		木版(多色)	25×36		02-001	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/9ec6326f-0490-4ea6-b2cb-530d9d09bc7a	http://iiif.io/api/presentation/2#rightToLeftDirection	9ec6326f-0490-4ea6-b2cb-530d9d09bc7a	0048	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81622	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81622/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88428/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
鯰の流しもの		災害	安政2年10月2日	鯰絵		木版(多色)	25×36.5		02-002	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/6ec074dd-6f92-4147-9a35-f58ab24d986b	http://iiif.io/api/presentation/2#rightToLeftDirection	6ec074dd-6f92-4147-9a35-f58ab24d986b	0049	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81883	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81883/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88429/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
恵比寿天申訳之記		災害	安政2年10月2日	鯰絵		木版(多色)	25×36.5		02-003	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/08c764be-a8c3-4d8d-8801-d44370d99b10	http://iiif.io/api/presentation/2#rightToLeftDirection	08c764be-a8c3-4d8d-8801-d44370d99b10	0050	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81652	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81652/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88430/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
なんぢうやかじ仮宅		災害	安政2年10月2日	鯰絵		木版(多色)	24.5×35.5		02-004	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/b07f35c7-a763-4fef-abf1-fb15b94ea790	http://iiif.io/api/presentation/2#rightToLeftDirection	b07f35c7-a763-4fef-abf1-fb15b94ea790	0051	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81792	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81792/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88431/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
鯰のかば焼き大ばん振舞		災害	安政2年10月2日	鯰絵		木版(多色)	23.5×34		02-005	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/b3854160-3d19-4667-a42f-eddc7e5dfd1c	http://iiif.io/api/presentation/2#rightToLeftDirection	b3854160-3d19-4667-a42f-eddc7e5dfd1c	0052	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81656	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81656/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88432/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
あんしん要石		災害	安政2年10月2日	鯰絵		木版(多色)	25.5×38		02-006	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/cdf84b81-da1f-4acb-a9f2-635567b03005	http://iiif.io/api/presentation/2#rightToLeftDirection	cdf84b81-da1f-4acb-a9f2-635567b03005	0053	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81558	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81558/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88433/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
鯰筆を震		災害	安政2年10月2日	鯰絵		木版(多色)	25×36.5		02-007	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/e790ae7c-d5b4-4f8c-9ebd-46079b212b03	http://iiif.io/api/presentation/2#rightToLeftDirection	e790ae7c-d5b4-4f8c-9ebd-46079b212b03	0054	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81766	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81766/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88434/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
万歳楽鯰の後悔		災害	安政2年10月2日	鯰絵		木版(多色)	25×36.5		02-008	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/51dcb9b4-e572-4167-a932-a4da01c32af6	http://iiif.io/api/presentation/2#rightToLeftDirection	51dcb9b4-e572-4167-a932-a4da01c32af6	0055	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81632	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81632/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88435/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
鯰と鹿島大明神の首引(仮)		災害	安政2年10月2日	鯰絵		木版(多色)	24×35.5		02-009	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d617dde5-0026-4042-a624-6e902db16f09	http://iiif.io/api/presentation/2#rightToLeftDirection	d617dde5-0026-4042-a624-6e902db16f09	0056	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81894	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81894/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88436/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
安政二年十月二日夜大地震鯰問答		災害	安政2年10月2日	鯰絵		木版(多色)	23.5×36		02-010	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/bc8bb005-55af-4cdf-a5fd-f686fc53667f	http://iiif.io/api/presentation/2#rightToLeftDirection	bc8bb005-55af-4cdf-a5fd-f686fc53667f	0057	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81506	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81506/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88437/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
地震方々人逃状之事		災害	安政2年10月2日	鯰絵		木版(多色)	23×35		02-011	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/833ceefd-42a9-44a4-81e2-bc95dc626303	http://iiif.io/api/presentation/2#rightToLeftDirection	833ceefd-42a9-44a4-81e2-bc95dc626303	0058	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81689	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81689/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88438/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
鯰へのこらしめ(仮)		災害	安政2年10月2日	鯰絵		木版(多色)	25×36		02-012	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2b90aa91-9fbf-4464-a06a-8e3b2c3ce02c	http://iiif.io/api/presentation/2#rightToLeftDirection	2b90aa91-9fbf-4464-a06a-8e3b2c3ce02c	0059	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81604	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81604/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88439/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
瓢箪		災害	安政2年10月2日	鯰絵		木版(多色)	25×36		02-013	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d6c001ac-a263-4d79-a43f-f4e27b813dae	http://iiif.io/api/presentation/2#rightToLeftDirection	d6c001ac-a263-4d79-a43f-f4e27b813dae	0060	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81898	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81898/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88440/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
鯰舞しの洒落		災害	安政2年10月2日	鯰絵		木版(多色)	25.5×36		02-014	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/0dc7df43-c368-43cc-b4be-faa1b4c1b714	http://iiif.io/api/presentation/2#rightToLeftDirection	0dc7df43-c368-43cc-b4be-faa1b4c1b714	0061	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81509	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81509/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88441/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
