重訂本草綱目啓蒙 48巻 ; 卷40-48,重訂本草綱目啓蒙 48巻 / 小野蘭山口授 ; 小野職孝録 ; 井口望之訂 ; 卷1-11 - 卷40-48. -- 秋田屋善助 : 河内屋新治郎 : 河内屋和助 : 秋田屋太右衞門. -- 5冊 ; 25.5×17.8cm.,A2:9,3002921546,,,,,,駒場図書館,009040,,ジュウテイ ホンゾウ コウモク ケイモウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f681a247-67a8-5dd3-9da8-c23e4d888244.json,f681a247-67a8-5dd3-9da8-c23e4d888244,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/f681a247-67a8-5dd3-9da8-c23e4d888244,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/93b6a4331787fab3b0749d7f4bce9e559679d61f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683961,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f681a247-67a8-5dd3-9da8-c23e4d888244/manifest,,,,,242
新脩本草玉石等部中品卷第四,"新脩本草玉石等部中品卷第四 / (唐) 李勣等奉勅脩. -- [書写者不明], [明治年間]. -- 1軸 ; 26.2cm. d.",A3:23,3002922361,,,,,,駒場図書館,023000,,シンシュウ ホンゾウ ギョクセキ トウ ブ チュウボン カン ダイ4,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9c15e661-247d-43d4-41aa-aa2b16e313e2.json,9c15e661-247d-43d4-41aa-aa2b16e313e2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/9c15e661-247d-43d4-41aa-aa2b16e313e2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ad72a2dd5fd35789ca687fadf6dc842cb30c831a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683960,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9c15e661-247d-43d4-41aa-aa2b16e313e2/manifest,,,,,15
重修政和經史證類備用本草,"重修政和經史證類備用本草 / (宋) 唐慎微續證類 ; (宋) 曹孝忠奉敕校勘. -- [出版者不明], 元和6 [1620]. -- 1冊 ; 27.4×19.0cm.",B1:24,3002922379,,,,,,駒場図書館,024000,,ジュウシュウ セイワ ケイシ ショウルイ ビヨウ ホンゾウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7066cbce-44d3-2d40-7926-aea12cdc7102.json,7066cbce-44d3-2d40-7926-aea12cdc7102,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/7066cbce-44d3-2d40-7926-aea12cdc7102,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e3198e66f6d526a3a60e0820185a51115445981b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683959,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7066cbce-44d3-2d40-7926-aea12cdc7102/manifest,,,,,75
本草述 32巻 ; 卷之1-4,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922577,,,,,,駒場図書館,029000,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c6e1e094-375a-1ac0-4a5f-b981098803c4.json,c6e1e094-375a-1ac0-4a5f-b981098803c4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/c6e1e094-375a-1ac0-4a5f-b981098803c4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fbc0718aec2009dfa7c3d765f11bad351e6af25e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683958,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c6e1e094-375a-1ac0-4a5f-b981098803c4/manifest,,,,,116
本草述 32巻 ; 卷之5-6,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922585,,,,,,駒場図書館,029010,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9c437f78-1238-0c03-3382-f20962dc4ae3.json,9c437f78-1238-0c03-3382-f20962dc4ae3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/9c437f78-1238-0c03-3382-f20962dc4ae3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e7c44c2d7c966290f1fd53410a8ad971a50f5a8f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683957,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9c437f78-1238-0c03-3382-f20962dc4ae3/manifest,,,,,156
本草述 32巻 ; 卷之7上,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922593,,,,,,駒場図書館,029020,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/473df9d6-7ae5-388f-6493-39641ca25f76.json,473df9d6-7ae5-388f-6493-39641ca25f76,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/473df9d6-7ae5-388f-6493-39641ca25f76,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/856f14b0f2d46896badec0571ca6e6c98f057acd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683956,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/473df9d6-7ae5-388f-6493-39641ca25f76/manifest,,,,,120
本草述 32巻 ; 卷之7下,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922601,,,,,,駒場図書館,029030,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cdf21275-3ac4-2293-6e10-aee229804fed.json,cdf21275-3ac4-2293-6e10-aee229804fed,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/cdf21275-3ac4-2293-6e10-aee229804fed,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3c7ec48d20e07e7f1f77270a269b11f3ce8d340c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683955,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cdf21275-3ac4-2293-6e10-aee229804fed/manifest,,,,,114
本草述 32巻 ; 卷之8上,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922619,,,,,,駒場図書館,029040,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/65ad6744-7b7b-2f13-97b0-828b2e389d09.json,65ad6744-7b7b-2f13-97b0-828b2e389d09,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/65ad6744-7b7b-2f13-97b0-828b2e389d09,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a9c9b4af920ba18a0adcd6c0caebaeaa39738e24.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683954,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/65ad6744-7b7b-2f13-97b0-828b2e389d09/manifest,,,,,77
本草述 32巻 ; 卷之8下,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922627,,,,,,駒場図書館,029050,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7694850d-0279-6fc9-3333-286faefb35aa.json,7694850d-0279-6fc9-3333-286faefb35aa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/7694850d-0279-6fc9-3333-286faefb35aa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/094d6cdd101e0b0802678b59a29e60a02fbe5ee0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683953,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7694850d-0279-6fc9-3333-286faefb35aa/manifest,,,,,78
本草述 32巻 ; 卷之9上,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922635,,,,,,駒場図書館,029060,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/251eaf0b-5033-24c3-0576-0495a0ac2924.json,251eaf0b-5033-24c3-0576-0495a0ac2924,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/251eaf0b-5033-24c3-0576-0495a0ac2924,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cf4d53c01c2200f599833c11b7ea517fcb85c577.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683952,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/251eaf0b-5033-24c3-0576-0495a0ac2924/manifest,,,,,88
本草述 32巻 ; 卷之9下,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922643,,,,,,駒場図書館,029070,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/224570e4-36bb-6016-3920-b1c74b3d94db.json,224570e4-36bb-6016-3920-b1c74b3d94db,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/224570e4-36bb-6016-3920-b1c74b3d94db,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9cc290381315a6959a13dd6c4933606799db4a76.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683951,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/224570e4-36bb-6016-3920-b1c74b3d94db/manifest,,,,,107
本草述 32巻 ; 卷之10,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922650,,,,,,駒場図書館,029080,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ea491f26-6116-68c5-a62d-f43a88d91568.json,ea491f26-6116-68c5-a62d-f43a88d91568,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/ea491f26-6116-68c5-a62d-f43a88d91568,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b71293d3d4e4fb5057a672e4d564cdb19bf1a941.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683950,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ea491f26-6116-68c5-a62d-f43a88d91568/manifest,,,,,90
本草述 32巻 ; 卷之11-13,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922668,,,,,,駒場図書館,029090,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9f4a7699-a703-2f76-272d-d092bb4266fa.json,9f4a7699-a703-2f76-272d-d092bb4266fa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/9f4a7699-a703-2f76-272d-d092bb4266fa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5df2e44ffec57b8b3d7c0ba9955509ad8aad665a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683949,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9f4a7699-a703-2f76-272d-d092bb4266fa/manifest,,,,,150
本草述 32巻 ; 卷之14-15,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922676,,,,,,駒場図書館,029100,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d943048e-1edf-a048-9d9b-f99bcf498d35.json,d943048e-1edf-a048-9d9b-f99bcf498d35,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/d943048e-1edf-a048-9d9b-f99bcf498d35,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/83237c3c8cdf00bbec96d2cbe397216605e17753.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683948,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d943048e-1edf-a048-9d9b-f99bcf498d35/manifest,,,,,134
本草述 32巻 ; 卷之16-21,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922684,,,,,,駒場図書館,029110,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d1f82fee-2b92-538a-679e-d3fff49723b5.json,d1f82fee-2b92-538a-679e-d3fff49723b5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/d1f82fee-2b92-538a-679e-d3fff49723b5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6e81ceb281aedc18fe31404f3e31c1c6c75c9aa1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683947,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d1f82fee-2b92-538a-679e-d3fff49723b5/manifest,,,,,126
本草述 32巻 ; 卷之22-23,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922692,,,,,,駒場図書館,029120,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b1ef0d95-1df1-9167-3eb4-ee625d7d6a01.json,b1ef0d95-1df1-9167-3eb4-ee625d7d6a01,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/b1ef0d95-1df1-9167-3eb4-ee625d7d6a01,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9120016272575b52831c8c83bcf13d7b7ae2c27d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683946,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b1ef0d95-1df1-9167-3eb4-ee625d7d6a01/manifest,,,,,144
本草述 32巻 ; 卷之24-26,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922700,,,,,,駒場図書館,029130,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/51ea912c-4cf5-1f6c-996b-1773695ca1b9.json,51ea912c-4cf5-1f6c-996b-1773695ca1b9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/51ea912c-4cf5-1f6c-996b-1773695ca1b9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e1b816cb547524038d25b8d436a8050669205cf1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683945,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/51ea912c-4cf5-1f6c-996b-1773695ca1b9/manifest,,,,,124
本草述 32巻 ; 卷之27-29,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922718,,,,,,駒場図書館,029140,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/562382c5-6004-974d-547f-d5299e128a06.json,562382c5-6004-974d-547f-d5299e128a06,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/562382c5-6004-974d-547f-d5299e128a06,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c2074e3057c486449614344fcd97b0f04d48b4bd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683944,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/562382c5-6004-974d-547f-d5299e128a06/manifest,,,,,155
本草述 32巻 ; 卷之30-32,"本草述 32巻 / (清) 劉若金著 ; (清) 劉湜校訂 ; 卷之1-4 - 卷之30-32. -- [出版者不明], 康熙39 [1700] 序. -- 16冊 ; 25.9×17.1cm.",B1:29,3002922726,,,,,,駒場図書館,029150,,ホンゾウジュツ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/783144ba-1d5e-a57f-5436-1197c3f33eb0.json,783144ba-1d5e-a57f-5436-1197c3f33eb0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/783144ba-1d5e-a57f-5436-1197c3f33eb0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/43c9fe3eae5ba6b9449284aa8974bcc663bfae6f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683943,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/783144ba-1d5e-a57f-5436-1197c3f33eb0/manifest,,,,,155
増訂本草備要 4巻 ; 卷之1,"増訂本草備要 4巻 / (清) 汪昂著輯 ; (清) 汪桓參訂 ; (清) 鄭曾慶同訂 ; (清) 汪端, 汪惟寵, 仇澐同較 ; 卷之1 - 卷之4. -- [書業堂], 康熙33 [1694] 序. -- 4冊 ; 23.2×15.2cm.",B1:31,3002922742,,,,,,駒場図書館,031000,,ゾウテイ ホンゾウ ビヨウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d9ca244f-4d15-2b2f-2e36-b18869961f76.json,d9ca244f-4d15-2b2f-2e36-b18869961f76,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/d9ca244f-4d15-2b2f-2e36-b18869961f76,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/efd5e177e74ea4c0c6e8918e900de6061ee3ed3a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683942,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d9ca244f-4d15-2b2f-2e36-b18869961f76/manifest,,,,,49
