タイトル,請求記号,出版社,出版地,日付,記事タイトル1,記事タイトル1発信元,記事タイトル2,記事タイトル2発信元,記事タイトル3,記事タイトル3発信元,別タイトル,記名,面,備考,シリーズ名,言語,種別,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
大阪朝日新聞 明治38年3月7日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-03-07,滿洲軍大會戰,東京電話,我軍奉天に迫る,倫敦電報,奉天の混亂,,満州軍大会戦|我軍奉天に迫る|奉天の混乱,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9000c7d6-32fa-3ec5-00df-6e9ffa1158db.json,9000c7d6-32fa-3ec5-00df-6e9ffa1158db,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/9000c7d6-32fa-3ec5-00df-6e9ffa1158db,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9440178941538ea81c803acbf0d10a1340cc4b4b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155172,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0020,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9000c7d6-32fa-3ec5-00df-6e9ffa1158db/manifest,,,,,1
大阪朝日新聞 明治38年3月10日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-03-10,彼我の死傷,東京電話,大會戰の大捷,,,,彼我の死傷|大会戦の大捷,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/771daac8-8b55-680d-8787-ffa3719a634e.json,771daac8-8b55-680d-8787-ffa3719a634e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/771daac8-8b55-680d-8787-ffa3719a634e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6ce9b951eea76bd01a95274a922edea46c91075e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155173,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0021,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/771daac8-8b55-680d-8787-ffa3719a634e/manifest,,,,,1
大阪朝日新聞 明治38年3月12日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-03-12,奉天附近の會戰,東京電話,,,,,奉天附近の会戦,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/40cc128d-61cc-6e7d-264e-7a7b63267fde.json,40cc128d-61cc-6e7d-264e-7a7b63267fde,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/40cc128d-61cc-6e7d-264e-7a7b63267fde,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bce41bc4bc3877d6180f72768c2426f06273fc6f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155174,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0022,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/40cc128d-61cc-6e7d-264e-7a7b63267fde/manifest,,,,,1
大阪朝日新聞 明治38年3月16日 号外,06-03,大阪朝日新聞会社,大阪,1905-03-16,勅語,東京電話,奉天附近の大會戰,,露國瓦解の因,,勅語|奉天附近の大会戦|露国瓦解の因,,1-2,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ce5b7018-6ad5-0c73-5873-727a663637b1.json,ce5b7018-6ad5-0c73-5873-727a663637b1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/ce5b7018-6ad5-0c73-5873-727a663637b1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/71a32e8f8bd1526c7b18c4bac92f96b4fbc5893f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155175,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0023,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ce5b7018-6ad5-0c73-5873-727a663637b1/manifest,,,,,2
大阪朝日新聞 明治38年4月16日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-04-16,波艦隊の行方,倫敦電報,,,,,波艦隊の行方,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ad16cbb2-0ab6-0b0a-4cc1-a7100f158a65.json,ad16cbb2-0ab6-0b0a-4cc1-a7100f158a65,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/ad16cbb2-0ab6-0b0a-4cc1-a7100f158a65,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b9bcffacb444fe26b0c5d279ccf23585b6d21ead.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155176,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0025,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ad16cbb2-0ab6-0b0a-4cc1-a7100f158a65/manifest,,,,,1
大阪朝日新聞 明治38年4月17日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-04-17,敵艦隊所在の公報,東京電話,,,,,敵艦隊所在の公報,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b472b16b-9dcf-49aa-0753-90b81348446a.json,b472b16b-9dcf-49aa-0753-90b81348446a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/b472b16b-9dcf-49aa-0753-90b81348446a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/38f0f6bb7ff35f3c63e280a72ab406e5d80c2744.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155177,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0026,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b472b16b-9dcf-49aa-0753-90b81348446a/manifest,,,,,1
大阪朝日新聞 明治38年4月23日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-04-23,第三艦隊來る,新嘉波電報,第三艦隊別報,東京電話,佛國の回答,,第三艦隊来る|第三艦隊別報|仏国の回答,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8181218e-45b6-1eeb-3a08-f4bddd3e957b.json,8181218e-45b6-1eeb-3a08-f4bddd3e957b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/8181218e-45b6-1eeb-3a08-f4bddd3e957b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9b52b0acd6435e7bf17e93dfdae6843a57495432.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155178,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0027,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8181218e-45b6-1eeb-3a08-f4bddd3e957b/manifest,,,,,1
大阪朝日新聞 明治38年4月26日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-04-26,開原附近會戰,東京電話,,,,,開原附近会戦,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/844dbc2b-5224-4942-1ced-3454668b69eb.json,844dbc2b-5224-4942-1ced-3454668b69eb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/844dbc2b-5224-4942-1ced-3454668b69eb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/892f50854def811e0b0570649258587896aeba32.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155179,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0028,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/844dbc2b-5224-4942-1ced-3454668b69eb/manifest,,,,,1
大阪朝日新聞 明治38年5月5日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-05-05,第三艦隊の東進,新嘉波電報,,,,,第三艦隊の東進,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d6fb4e21-74f1-275d-53bb-c62a7b010e9b.json,d6fb4e21-74f1-275d-53bb-c62a7b010e9b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/d6fb4e21-74f1-275d-53bb-c62a7b010e9b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9d372a52babee2f0e3ab1a165f58897ed5665bc7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155180,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0029,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d6fb4e21-74f1-275d-53bb-c62a7b010e9b/manifest,,,,,1
大阪朝日新聞 明治38年5月12日 号外,06-03,大阪朝日新聞会社,大阪,1905-05-12,敵襲撃退公報,東京電話,敵襲撃退,軍用電報,,,敵襲撃退公報|敵襲撃退,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8fc13d1c-67a3-9cd4-82c4-d09907df46c1.json,8fc13d1c-67a3-9cd4-82c4-d09907df46c1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/8fc13d1c-67a3-9cd4-82c4-d09907df46c1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ff213411a1af2b5f73c9ab5e6e648aadd1af9905.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155181,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0030,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8fc13d1c-67a3-9cd4-82c4-d09907df46c1/manifest,,,,,1
大阪朝日新聞 明治38年5月21日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-05-21,烏港艦隊の出動,○○電報,敵第二、三艦隊合同,東京電話,敵艦隊の北航,,烏港艦隊の出動|敵第二、三艦隊合同|敵艦隊の北航,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1fa66f25-6545-8f58-9cf5-38063e903815.json,1fa66f25-6545-8f58-9cf5-38063e903815,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/1fa66f25-6545-8f58-9cf5-38063e903815,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a688e7837c59a94cab01fc037cc4334ecdd18949.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155182,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0031,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1fa66f25-6545-8f58-9cf5-38063e903815/manifest,,,,,1
大阪朝日新聞 明治38年5月27日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-05-27,海戰ありとの説,上海電報,出艦の紹介,,露艦サクトル島に來る,,海戦ありとの説|出艦の紹介|露艦サクトル島に来る,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1548cbf8-2029-3554-8f3b-891cbcaa9ab5.json,1548cbf8-2029-3554-8f3b-891cbcaa9ab5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/1548cbf8-2029-3554-8f3b-891cbcaa9ab5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/65d414635fe49e37664642dcdebea666e4af7064.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155183,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0032,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1548cbf8-2029-3554-8f3b-891cbcaa9ab5/manifest,,,,,1
大阪朝日新聞 明治38年5月27日 第二号外,06-03,大阪朝日新聞販売局,名古屋,1905-05-27,朝鮮海峽の海戰,東京電話,敵艦對馬に出現,,,,朝鮮海峡の海戦|敵艦対馬に出現,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3479004b-4d9a-311d-5d45-5ae37fe89795.json,3479004b-4d9a-311d-5d45-5ae37fe89795,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/3479004b-4d9a-311d-5d45-5ae37fe89795,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dddf374db498005f2b05c21673dad0c425ad6760.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155184,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0033,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3479004b-4d9a-311d-5d45-5ae37fe89795/manifest,,,,,1
大阪朝日新聞 明治38年5月29日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-05-29,大捷公報,東京電話,,,,,大捷公報,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d8bd5560-1649-2b06-53dd-1c90ac662858.json,d8bd5560-1649-2b06-53dd-1c90ac662858,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/d8bd5560-1649-2b06-53dd-1c90ac662858,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/997ad025891caaf7d5616eec1a3fa8c9979043b8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155185,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0034,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d8bd5560-1649-2b06-53dd-1c90ac662858/manifest,,,,,1
大阪朝日新聞 明治38年5月30日 号外,06-03,大阪朝日新聞会社,大阪,1905-05-30,敵艦沈沒,舞鶴電報,汽船の臨檢,上海電報,艦隊凱旋,,敵艦沈没|汽船の臨検|艦隊凱旋,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2fa0b6e1-4255-53c3-6b8f-0bd977efa566.json,2fa0b6e1-4255-53c3-6b8f-0bd977efa566,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/2fa0b6e1-4255-53c3-6b8f-0bd977efa566,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/599857e87256ec69d6427e338cbdbe88e32dec6a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155186,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0035,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2fa0b6e1-4255-53c3-6b8f-0bd977efa566/manifest,,,,,1
大阪朝日新聞 明治38年5月30日 第一号外,06-03,大阪朝日新聞販売局,名古屋,1905-05-30,大捷(續報),,米船にあらず,,汽船の臨ケン(ケンは手へんに僉),,大捷(続報)|米船にあらず|汽船の臨検,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a8a7a0fc-556b-0035-695f-b852f88750c4.json,a8a7a0fc-556b-0035-695f-b852f88750c4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/a8a7a0fc-556b-0035-695f-b852f88750c4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5117441108c6dd4d7e540729d8dc30a859772a49.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155187,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0036,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a8a7a0fc-556b-0035-695f-b852f88750c4/manifest,,,,,1
大阪朝日新聞 明治38年5月30日 第三号外,06-03,大阪朝日新聞会社,大阪,1905-05-30,日本海會戰公報,東京電話,,,,,日本海会戦公報,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/feaa94f6-2284-7800-5b7b-ff8565146ef9.json,feaa94f6-2284-7800-5b7b-ff8565146ef9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/feaa94f6-2284-7800-5b7b-ff8565146ef9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/306313466a4a5ec082470c9ed0c443d07c7fde5a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1155188,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,0037,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/feaa94f6-2284-7800-5b7b-ff8565146ef9/manifest,,,,,1
