タイトル	書名よみ	出版	形態	他の書名	注記	分類	原本請求記号	編著者等	出版年（西暦）	ローマ字タイトル	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
dcterms:title	dcndl:titleTranscription	dcterms:publisher	dcterms:extent	dcndl:alternative	dcterms:description	dcterms:subject	dcndl:callNumber	dcterms:creator	dcterms:date	uterms:roman	iiif viewer	bibo:identifier	dcterms:isPartOf	dcterms:relation	dcterms:rights	foaf:thumbnail	rdfs:seeAlso	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	uterms:databaseLabel	uterms:sort	uterms:year	uterms:manifestUri	uterms:searchApiUri	uterms:annotedManifest	uterms:linkToTapas	uterms:rtf	7584
鉢かつき	ハチカズキ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊 ; 16x24cm		備考: [おとぎ草子の内]二	室町物語	P906			hachikazuki	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1f72296a-8397-426a-8b78-cd5d35ceaf9c.json	1f72296a-8397-426a-8b78-cd5d35ceaf9c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1f72296a-8397-426a-8b78-cd5d35ceaf9c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1322ef37748863b4dc48c2e1951d35876aca1914.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91682	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	164		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1f72296a-8397-426a-8b78-cd5d35ceaf9c/manifest					57
小町草紙	コマチ ゾウシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(32丁) ; 16x24cm		備考: [おとぎ草子の内]三	室町物語	P907			komachi zoshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f3bf5c44-ebd0-4d00-9ced-59c68ed98fd8.json	f3bf5c44-ebd0-4d00-9ced-59c68ed98fd8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f3bf5c44-ebd0-4d00-9ced-59c68ed98fd8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2c8eeadcdb5b28ad58875c40eeb3b3ae1ca91a5d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91683	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	165		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f3bf5c44-ebd0-4d00-9ced-59c68ed98fd8/manifest					35
御曹司志ま渡	オンゾウシ シマ ワタリ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊 ; 16x24cm	御曹司島渡り	備考: [おとぎ草子の内]四	室町物語	P908			onzoshi shima watari	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7e8545a8-14e6-4d8b-92d9-46c6d928c4ea.json	7e8545a8-14e6-4d8b-92d9-46c6d928c4ea	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/7e8545a8-14e6-4d8b-92d9-46c6d928c4ea	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9f3a1ac2ba473eed79f4c82dde16ba1ba701f928.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91684	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	166		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7e8545a8-14e6-4d8b-92d9-46c6d928c4ea/manifest					41
古○○來つね	コワタキツネ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(25丁) ; 16x24cm	木幡狐	備考: [おとぎ草子の内]六	室町物語	P909			kowatakitsune	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1c958e8a-b610-4ab9-954b-59db691a8be1.json	1c958e8a-b610-4ab9-954b-59db691a8be1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1c958e8a-b610-4ab9-954b-59db691a8be1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/31c755bc1d56418716538596043dc88392b6184d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91685	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	167		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1c958e8a-b610-4ab9-954b-59db691a8be1/manifest					29
なゝくさ草紙	ナナクサ ソウシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(9丁) ; 16x24cm	七草草紙|七くさ	備考: [おとぎ草子の内]七	室町物語	P910			nanakusa soshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fe21972d-ba24-4b0a-92fa-3d4161162fe4.json	fe21972d-ba24-4b0a-92fa-3d4161162fe4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/fe21972d-ba24-4b0a-92fa-3d4161162fe4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6e307209953b102f9556d6021ced591d7ce82843.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91686	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	168		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fe21972d-ba24-4b0a-92fa-3d4161162fe4/manifest					13
佐る源氏艸紙	サル ゲンジ ソウシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(48丁) ; 16x24cm		備考: [おとぎ草子の内]八	室町物語	P911			saru genji soshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ae6647f5-0205-4445-9ee4-0d26a45a0a69.json	ae6647f5-0205-4445-9ee4-0d26a45a0a69	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/ae6647f5-0205-4445-9ee4-0d26a45a0a69	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/76fc6be7741e28f6fa1def3718f39ceadc519011.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91687	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	169		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ae6647f5-0205-4445-9ee4-0d26a45a0a69/manifest					51
文武智勇海 ; (上)(中)(下) / 酔茶亭一鼎斎畫	ブンブ チユウ ノ ウミ	[出版地不明] : [出版者不明] ; 安永2	3巻3冊(27丁) ; 26cm		成立年: 安永2	絵本	P759	酔茶亭一鼎斎畫	1773	bumbu chiyu no umi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3ec3e941-6572-47a3-a3e8-9d2d143c245d.json	3ec3e941-6572-47a3-a3e8-9d2d143c245d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/3ec3e941-6572-47a3-a3e8-9d2d143c245d	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b3ca4f19bb849440e3b6dbab7315a2007ac76f38.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91543	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	17		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3ec3e941-6572-47a3-a3e8-9d2d143c245d/manifest					36
も乃くさ太郎	モノクサ タロウ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊 ; 16×24cm		備考: [おとぎ草子の内]九	室町物語	P912			monokusa taro	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1b3b3f82-2d83-4692-a93c-1cb490c20414.json	1b3b3f82-2d83-4692-a93c-1cb490c20414	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1b3b3f82-2d83-4692-a93c-1cb490c20414	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/72abfe83d6678bb7a1db780553e78d7bf8b95c0f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91688	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	170		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1b3b3f82-2d83-4692-a93c-1cb490c20414/manifest					42
佐々禮いし	サザレイシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(7丁) ; 16x24cm		備考: [おとぎ草子の内]十	室町物語	P913			sazareishi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1ff17c12-9952-4ea4-81ca-165db91ddff9.json	1ff17c12-9952-4ea4-81ca-165db91ddff9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1ff17c12-9952-4ea4-81ca-165db91ddff9	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a9a3a154fc41218979d8696ae0987b62f377b87b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91689	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	171		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1ff17c12-9952-4ea4-81ca-165db91ddff9/manifest					10
蛤の草紙	ハマグリ ノ ソウシ	[出版地不明] : [出版者不明] ; [出版年不明]	2巻1冊(29丁) ; 16x24cm	しじら物語|はまぐりひめのさうし. はまぐりはたをりひめ	備考: [おとぎ草子の内]十一	室町物語	P914			hamaguri no soshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c5fe4982-0868-4ebb-a12e-c8bcf736cb16.json	c5fe4982-0868-4ebb-a12e-c8bcf736cb16	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/c5fe4982-0868-4ebb-a12e-c8bcf736cb16	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/631270563888ed5b998fd029a9a0a0269136f23d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91690	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	172		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c5fe4982-0868-4ebb-a12e-c8bcf736cb16/manifest					35
こあ○○里	[コアツモリ]	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(23丁) ; 16x24cm		備考: [おとぎ草子の内]十二	室町物語	P915			[koatsumori]	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fd45fc39-41df-469f-a219-801c6ecd0418.json	fd45fc39-41df-469f-a219-801c6ecd0418	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/fd45fc39-41df-469f-a219-801c6ecd0418	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8ef04ddf78ef88f56d52572c2ad41b8011545f5b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91691	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	173		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fd45fc39-41df-469f-a219-801c6ecd0418/manifest					27
ほんてん国	ボンテンコク	[出版地不明] : [出版者不明] ; [出版年不明]	1冊 ; 16x24cm	梵天国|ほん天こく	備考: [おとぎ草子の内]一四	室町物語	P916			bontenkoku	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/647a5c56-8ffd-4ec1-8658-f35d02b47421.json	647a5c56-8ffd-4ec1-8658-f35d02b47421	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/647a5c56-8ffd-4ec1-8658-f35d02b47421	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d7a107f6642f28f823f4d60de6d0b9742929b07c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91692	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	174		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/647a5c56-8ffd-4ec1-8658-f35d02b47421/manifest					47
乃勢さるさうし	ノセザル ソウシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊 ; 16x24cm	のせざる草紙	備考: [おとぎ草子の内]十五	室町物語	P917			nosezaru soshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bd338e3d-5889-4be3-87ae-198280985ef1.json	bd338e3d-5889-4be3-87ae-198280985ef1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/bd338e3d-5889-4be3-87ae-198280985ef1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0d0169cc3feaf5be9ac365226e9c8a50e7dc02bd.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91693	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	175		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bd338e3d-5889-4be3-87ae-198280985ef1/manifest					18
ねこのさうし	ネコ ノ ソウシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(17丁) ; 16x24cm		備考: [おとぎ草子の内]十六	室町物語	P918			neko no soshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/193e6f16-35b9-4bc4-9d8d-aa916021e3d7.json	193e6f16-35b9-4bc4-9d8d-aa916021e3d7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/193e6f16-35b9-4bc4-9d8d-aa916021e3d7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a5de89acc6223c21076fe55de0612fa126c18d37.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91694	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	176		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/193e6f16-35b9-4bc4-9d8d-aa916021e3d7/manifest					21
浜出草紙	ハマイデ ゾウシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(9丁) ; 19x24cm		備考: [おとぎ草子の内]十七	室町物語	P919			hamaide zoshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f32b7cb5-419e-49a9-84d7-8d0c07ce07f7.json	f32b7cb5-419e-49a9-84d7-8d0c07ce07f7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f32b7cb5-419e-49a9-84d7-8d0c07ce07f7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cb484b144305a2e2ab5d465572d87542b6d18eb9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91695	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	177		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f32b7cb5-419e-49a9-84d7-8d0c07ce07f7/manifest					13
いつみしきふ	イズミシキブ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(15丁) ; 16x24cm		備考: [おとぎ草子の内]十八	室町物語	P920			izumishikibu	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3230c01e-d4b7-4afd-9518-812d278814f3.json	3230c01e-d4b7-4afd-9518-812d278814f3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/3230c01e-d4b7-4afd-9518-812d278814f3	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/751354b9497215b487cae709a05bc9c0b02591d5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91696	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	178		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3230c01e-d4b7-4afd-9518-812d278814f3/manifest					18
一寸法師	イッスン ボウシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(13丁) ; 16x24cm		備考: [おとぎ草子の内]十九	室町物語	P921			issun boshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3128af29-fb47-4d3e-8b8f-a72062d4d5d8.json	3128af29-fb47-4d3e-8b8f-a72062d4d5d8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/3128af29-fb47-4d3e-8b8f-a72062d4d5d8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7696bfdb7bfcdec7690c9c48cbad0974cceb2eec.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91697	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	179		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3128af29-fb47-4d3e-8b8f-a72062d4d5d8/manifest					17
繪本武者鞋 ; (上)(下)	エホン ムシャ ワラジ	摂陽 : 河内屋茂兵衛 ; [出版年不明]	2冊(27丁) ; 25cm		成立年: 天明7刊. 備考: 群玉堂主人序 ; 丁付 5, 5 ; 色摺		P760			ehon musha waraji	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0c4fdfd0-afaf-4a3c-ae79-03d48716d7bb.json	0c4fdfd0-afaf-4a3c-ae79-03d48716d7bb	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0c4fdfd0-afaf-4a3c-ae79-03d48716d7bb	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b615bb6263e107af70a9223c2b4b68c383b749b9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91544	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	18		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0c4fdfd0-afaf-4a3c-ae79-03d48716d7bb/manifest					17
佐可記	サカキ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(17丁) ; 16x24cm		備考: [おとぎ草子の内]廿	室町物語	P922			sakaki	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cd48351d-6f45-4130-a663-7038273de47b.json	cd48351d-6f45-4130-a663-7038273de47b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/cd48351d-6f45-4130-a663-7038273de47b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/54c8070a05fddfb6ec1413cbdcfddace445945bb.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91698	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	180		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cd48351d-6f45-4130-a663-7038273de47b/manifest					21
浦島太郎	ウラシマ タロウ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(18丁) ; 16x24cm		備考: [おとぎ草子の内]廿一	室町物語	P923			urashima taro	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f9ad51f0-d53e-46c5-9b37-bac574b3b816.json	f9ad51f0-d53e-46c5-9b37-bac574b3b816	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f9ad51f0-d53e-46c5-9b37-bac574b3b816	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b7fe11b5c8190bb1f2e61a3f240e199742171efc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91699	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	181		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f9ad51f0-d53e-46c5-9b37-bac574b3b816/manifest					21
よこ笛草紙	ヨコブエ ソウシ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊 ; 16x24cm	横笛草紙	備考: [おとぎ草子の内]廿二	室町物語	P924			yokobue soshi	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6769ef1b-956e-448b-9d11-0b2e76679153.json	6769ef1b-956e-448b-9d11-0b2e76679153	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/6769ef1b-956e-448b-9d11-0b2e76679153	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/825cd25e534a69bbf104bea8aef5254c8352652a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91700	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	182		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6769ef1b-956e-448b-9d11-0b2e76679153/manifest					28
