タイトル,書名よみ,出版,形態,他の書名,注記,分類,原本請求記号,編著者等,出版年（西暦）,ローマ字タイトル,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
風月往來,フウゲツ オウライ,浪華 : 河内屋茂○○ ; [出版年不明],1冊(8丁) ; 22cm,,,往来物,P886,,,fugetsu orai,1b5a8a42-936c-4911-9060-6b1b644df90e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1b5a8a42-936c-4911-9060-6b1b644df90e,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/5427c2727012884aefb5716714ef13e023f76ada.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91669,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,144,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1b5a8a42-936c-4911-9060-6b1b644df90e/manifest,,,,,10
諸職往來,ショショク オウライ,阪府 : 三木平七 ; [出版年不明],1冊(20丁) ; 22cm,御家手本平仮名附諸職往来,,,P887,,,shoshoku orai,06681080-5c92-4313-a51c-09810db4c577,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/06681080-5c92-4313-a51c-09810db4c577,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/929d70c83f4380ff41ec70bbb49f6de0b0e589bf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91670,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,145,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/06681080-5c92-4313-a51c-09810db4c577/manifest,,,,,23
女用都名所,オンナヨウ ミヤコメイショ,京都 : めとぎや宗八 ; 文化12,1冊(36丁) ; 23cm,女用都名所往来,成立年: 文化12,往来物,P888,,1815,onnayo miyakomeisho,b5f2fa2b-c6ed-461d-b796-06f2ccf13673,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/b5f2fa2b-c6ed-461d-b796-06f2ccf13673,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/b4711444bbefc7603c5d615c44595a84e628f923.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91671,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,146,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b5f2fa2b-c6ed-461d-b796-06f2ccf13673/manifest,,,,,40
大全消息往來,タイゼン ショウソク オウライ,江戸 : 藤岡屋慶治郎 ; [出版年不明],1冊 ; 18cm,,"備考: 「消息往来」, 「続消息往来」, 「消息往来講釈」を合本したもの",往来物,P889,,,taizen shosoku orai,237c1cf9-35fb-4870-89ec-5cc556b7e246,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/237c1cf9-35fb-4870-89ec-5cc556b7e246,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/e9fef78ecd0907cf86eb748600d60e1fc65adcde.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91672,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,147,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/237c1cf9-35fb-4870-89ec-5cc556b7e246/manifest,,,,,34
大全消息往來,タイゼン ショウソク オウライ,江戸 : 吉田屋清七 ; [出版年不明],1冊(14丁) ; 19cm,,"角書: 真艸二體兩點. 備考: 書名は題箋による 丁付 19, 10, 20",往来物,P890,,,taizen shosoku orai,18def281-198e-4049-9b49-41fe1d7ae137,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/18def281-198e-4049-9b49-41fe1d7ae137,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/45911bda0092b10d5d6168accadd71b8f7b69ddd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91673,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,148,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/18def281-198e-4049-9b49-41fe1d7ae137/manifest,,,,,53
消息往來 ; 続消息往來 ; 消息往來講釋,ショウソク オウライ ; ゾク ショウソク オウライ ; ショウソク オウライ コウシャク,[出版地不明] : [出版者不明] ; [出版年不明],1冊 ; 18cm,文章法則大全消息往來|大全消息往來,,往来物,P891,,,shosoku orai ; zoku shosoku orai ; shosoku orai koshaku,bae377aa-3f43-4537-841e-deaae225b69e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/bae377aa-3f43-4537-841e-deaae225b69e,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/4c2ad5532efb324aba1d20ca7461af1c3d5817e7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91674,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,149,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bae377aa-3f43-4537-841e-deaae225b69e/manifest,,,,,50
女訓三の道 / 中村弘毅,ジョクン サン ノ ミチ,皇都 : 吉野屋仁兵衛 ; 文政9,1冊(48丁) ; 26cm,,,教訓,P757,中村弘毅,1826,jokun san no michi,8ed5291b-5880-468b-9495-0077a74b22f7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/8ed5291b-5880-468b-9495-0077a74b22f7,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/52facb587cb710b5517cb3c88844400b54bfa52a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91542,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,15,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8ed5291b-5880-468b-9495-0077a74b22f7/manifest,,,,,51
消息往來,ショウソク オウライ,江戸 : 仙鶴堂鶴屋喜右衛門 ; 寛政4 再刻,1冊(16丁) ; 18cm,新撰累語消息往来|消息累語文章往来,成立年: 安永7,往来物,P892,,1792再刻,shosoku orai,301fce37-e283-4cb2-beb2-9f23c137ad3a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/301fce37-e283-4cb2-beb2-9f23c137ad3a,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/b3ec634168305b2cfdbefa5f3d7d5245fb6ce10e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91675,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,150,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/301fce37-e283-4cb2-beb2-9f23c137ad3a/manifest,,,,,18
年中時候往來 / 泉花堂三蝶述 ; 滕耕徳書,ネンジュウ ジコウ オウライ,[出版地不明] : 森治 ; 享和3,1冊(17丁) ; 18cm,,角書: 享和新編. 成立年: 享和3. 備考: 出版者は題箋による,往来物,P893,泉花堂三蝶述 ; 滕耕徳書,1803,nenju jiko orai,60c0dd8b-facb-4b4d-ad16-6bc2756da5e1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/60c0dd8b-facb-4b4d-ad16-6bc2756da5e1,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/e377c70d3f0f5c893a66eeb8fa4c739e649055cb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91676,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,151,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/60c0dd8b-facb-4b4d-ad16-6bc2756da5e1/manifest,,,,,22
諸職往來,ショショ クオウライ,江戸 : 和泉屋市兵衛 ; 天保14,1冊(19丁) ; 18cm,,,往来物,P897,,1843,shosho kuorai,e3ad0815-de4d-47e8-95b8-80cd9581f50d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/e3ad0815-de4d-47e8-95b8-80cd9581f50d,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/ef8252b575f5104796d6e4b792aa3c07ab941158.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91677,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,155,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e3ad0815-de4d-47e8-95b8-80cd9581f50d/manifest,,,,,22
商賣往來繪字引,ショウバイ オウライ エジビキ,東都 : 大和屋喜兵衛 ; [出版年不明],1冊 ; 18cm,畫本商売往来,,往来物,P898,,,shobai orai ejibiki,405bff0d-4f18-4c1b-9697-afd22e6ccffb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/405bff0d-4f18-4c1b-9697-afd22e6ccffb,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/42e35728e30d5d419dcfda89ab8b2b3fc9593296.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91678,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,156,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/405bff0d-4f18-4c1b-9697-afd22e6ccffb/manifest,,,,,35
自遣往來,ジケン オウライ,江戸 : 西村屋與八 ; 文化14,1冊(19丁) ; 19cm,泰平江戸往來|廣樂江都往來,,往来物,P903,,1817,jiken orai,0d524578-5eeb-4ffa-b1c0-2812343b7d27,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0d524578-5eeb-4ffa-b1c0-2812343b7d27,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/78c2c321d0ef0816f1141c6be6f0a359609face7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91679,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,161,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0d524578-5eeb-4ffa-b1c0-2812343b7d27/manifest,,,,,22
養蚕往來,カイコ オウライ,東都 : 藤岡屋慶次郎 ; 嘉永3,1冊(12丁) ; 18cm,新撰養蚕往來|頭書養蚕圖繪,,往来物,P904,,1850,kaiko orai,90eeca76-4b2d-419d-a058-b3fd3f8fd4de,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/90eeca76-4b2d-419d-a058-b3fd3f8fd4de,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/649850997a68967d895a49178c47742004a803e8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91680,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,162,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/90eeca76-4b2d-419d-a058-b3fd3f8fd4de/manifest,,,,,18
文正さうし,ブンショウ ゾウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊 ; 16x23cm,文正草紙,"備考: 書名は題箋による, [おとぎ草子の内]一",室町物語,P905,,,bunsho zoshi,198865f4-6305-4d7f-a930-ae6e9674f6a6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/198865f4-6305-4d7f-a930-ae6e9674f6a6,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/ede95856be6c45e0771834179332d06d3d2ffad0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91681,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,163,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/198865f4-6305-4d7f-a930-ae6e9674f6a6/manifest,,,,,61
鉢かつき,ハチカズキ,[出版地不明] : [出版者不明] ; [出版年不明],1冊 ; 16x24cm,,備考: [おとぎ草子の内]二,室町物語,P906,,,hachikazuki,1f72296a-8397-426a-8b78-cd5d35ceaf9c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1f72296a-8397-426a-8b78-cd5d35ceaf9c,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/b55bfa77fc6be87713ab05eb4bb7398e51050310.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91682,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,164,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1f72296a-8397-426a-8b78-cd5d35ceaf9c/manifest,,,,,57
小町草紙,コマチ ゾウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(32丁) ; 16x24cm,,備考: [おとぎ草子の内]三,室町物語,P907,,,komachi zoshi,f3bf5c44-ebd0-4d00-9ced-59c68ed98fd8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f3bf5c44-ebd0-4d00-9ced-59c68ed98fd8,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/fdfc0aadcccafef2d3a750fa41aa71ca63dff2b1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91683,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,165,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f3bf5c44-ebd0-4d00-9ced-59c68ed98fd8/manifest,,,,,35
御曹司志ま渡,オンゾウシ シマ ワタリ,[出版地不明] : [出版者不明] ; [出版年不明],1冊 ; 16x24cm,御曹司島渡り,備考: [おとぎ草子の内]四,室町物語,P908,,,onzoshi shima watari,7e8545a8-14e6-4d8b-92d9-46c6d928c4ea,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/7e8545a8-14e6-4d8b-92d9-46c6d928c4ea,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/f5c590478789e577553794603c842eca8661f2ae.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91684,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,166,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7e8545a8-14e6-4d8b-92d9-46c6d928c4ea/manifest,,,,,41
古○○來つね,コワタキツネ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(25丁) ; 16x24cm,木幡狐,備考: [おとぎ草子の内]六,室町物語,P909,,,kowatakitsune,1c958e8a-b610-4ab9-954b-59db691a8be1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1c958e8a-b610-4ab9-954b-59db691a8be1,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/bd49ec32f5bf040d4c14cdcf0a5df9dd6e8acb05.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91685,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,167,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1c958e8a-b610-4ab9-954b-59db691a8be1/manifest,,,,,29
なゝくさ草紙,ナナクサ ソウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(9丁) ; 16x24cm,七草草紙|七くさ,備考: [おとぎ草子の内]七,室町物語,P910,,,nanakusa soshi,fe21972d-ba24-4b0a-92fa-3d4161162fe4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/fe21972d-ba24-4b0a-92fa-3d4161162fe4,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/9fb81ac2f7957eefd8d4abf89fe8724828563830.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91686,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,168,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fe21972d-ba24-4b0a-92fa-3d4161162fe4/manifest,,,,,13
佐る源氏艸紙,サル ゲンジ ソウシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(48丁) ; 16x24cm,,備考: [おとぎ草子の内]八,室町物語,P911,,,saru genji soshi,ae6647f5-0205-4445-9ee4-0d26a45a0a69,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/ae6647f5-0205-4445-9ee4-0d26a45a0a69,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/8b379d7d7e92ea880c29bf128b54ac1fbe3b0ce3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91687,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,169,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ae6647f5-0205-4445-9ee4-0d26a45a0a69/manifest,,,,,51
文武智勇海 ; (上)(中)(下) / 酔茶亭一鼎斎畫,ブンブ チユウ ノ ウミ,[出版地不明] : [出版者不明] ; 安永2,3巻3冊(27丁) ; 26cm,,成立年: 安永2,絵本,P759,酔茶亭一鼎斎畫,1773,bumbu chiyu no umi,3ec3e941-6572-47a3-a3e8-9d2d143c245d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/3ec3e941-6572-47a3-a3e8-9d2d143c245d,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/3a3fe9f5bbc339f343bc70df7df5cb18eface532.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91543,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,17,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3ec3e941-6572-47a3-a3e8-9d2d143c245d/manifest,,,,,36
も乃くさ太郎,モノクサ タロウ,[出版地不明] : [出版者不明] ; [出版年不明],1冊 ; 16×24cm,,備考: [おとぎ草子の内]九,室町物語,P912,,,monokusa taro,1b3b3f82-2d83-4692-a93c-1cb490c20414,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1b3b3f82-2d83-4692-a93c-1cb490c20414,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/1a76a5bc48c80dea02b98902a803d22b7269f179.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91688,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,170,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1b3b3f82-2d83-4692-a93c-1cb490c20414/manifest,,,,,42
佐々禮いし,サザレイシ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(7丁) ; 16x24cm,,備考: [おとぎ草子の内]十,室町物語,P913,,,sazareishi,1ff17c12-9952-4ea4-81ca-165db91ddff9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1ff17c12-9952-4ea4-81ca-165db91ddff9,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/ebbe4a352375f42cf0565c923c754eb0023048fc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91689,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,171,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1ff17c12-9952-4ea4-81ca-165db91ddff9/manifest,,,,,10
蛤の草紙,ハマグリ ノ ソウシ,[出版地不明] : [出版者不明] ; [出版年不明],2巻1冊(29丁) ; 16x24cm,しじら物語|はまぐりひめのさうし. はまぐりはたをりひめ,備考: [おとぎ草子の内]十一,室町物語,P914,,,hamaguri no soshi,c5fe4982-0868-4ebb-a12e-c8bcf736cb16,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/c5fe4982-0868-4ebb-a12e-c8bcf736cb16,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/d410e66e9896afd603b74fd3067ec78655056611.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91690,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,172,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c5fe4982-0868-4ebb-a12e-c8bcf736cb16/manifest,,,,,35
こあ○○里,[コアツモリ],[出版地不明] : [出版者不明] ; [出版年不明],1冊(23丁) ; 16x24cm,,備考: [おとぎ草子の内]十二,室町物語,P915,,,[koatsumori],fd45fc39-41df-469f-a219-801c6ecd0418,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/fd45fc39-41df-469f-a219-801c6ecd0418,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/0a7ab174f2dc0fee8983f5965655e403ac282f83.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91691,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,173,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fd45fc39-41df-469f-a219-801c6ecd0418/manifest,,,,,27
ほんてん国,ボンテンコク,[出版地不明] : [出版者不明] ; [出版年不明],1冊 ; 16x24cm,梵天国|ほん天こく,備考: [おとぎ草子の内]一四,室町物語,P916,,,bontenkoku,647a5c56-8ffd-4ec1-8658-f35d02b47421,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/647a5c56-8ffd-4ec1-8658-f35d02b47421,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/77356f13af01c41f0c80b46ae07db80ab77c2ef5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91692,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,174,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/647a5c56-8ffd-4ec1-8658-f35d02b47421/manifest,,,,,47
