タイトル	請求記号	画像注記	シリーズ名	編著者	出版社	サイズ	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
広告「民本主義」	GP150:Z12:02		雑誌発行宣伝広告集 明治大正昭和間			1枚/形態:パンフレット/23.5cm×31cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/393b0bd9-0323-41d8-b1b5-69ba3e37e143.json	393b0bd9-0323-41d8-b1b5-69ba3e37e143	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/393b0bd9-0323-41d8-b1b5-69ba3e37e143	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5f76488b04861a4d03d6c4dbac056a41e44fa54c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72818	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	304		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/393b0bd9-0323-41d8-b1b5-69ba3e37e143/manifest					2
広告「季刊 明治研究」	GP150:Z12:03		雑誌発行宣伝広告集 明治大正昭和間			1枚/形態:パンフレット/23.5cm×31.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/34f018e4-a822-457a-86f9-723711dae716.json	34f018e4-a822-457a-86f9-723711dae716	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/34f018e4-a822-457a-86f9-723711dae716	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/51c9f1bd5b58043197f4e8d161365a3f6fc23578.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72819	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	305		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/34f018e4-a822-457a-86f9-723711dae716/manifest					1
[多年御愛顧の諸氏へ]	GP150:Z12:04		雑誌発行宣伝広告集 明治大正昭和間			3点/形態:パンフレット,封筒/12cm×8cm,21cm×8.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/be090766-9601-4b27-961a-914ee824d7a8.json	be090766-9601-4b27-961a-914ee824d7a8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/be090766-9601-4b27-961a-914ee824d7a8	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1ec53792f1b1359c43393f8bdc3cc874fc889b9d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72820	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	306		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/be090766-9601-4b27-961a-914ee824d7a8/manifest					1
[「ふたな」発行案内]	GP150:Z12:05		雑誌発行宣伝広告集 明治大正昭和間			5枚(同一)/形態:パンフレット/23.5cm×17cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d3613c0f-d247-446f-9764-aa1cf938609c.json	d3613c0f-d247-446f-9764-aa1cf938609c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/d3613c0f-d247-446f-9764-aa1cf938609c	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/17cadfab4921c6321af14e6e1a6b29290710b5b6.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72821	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	307		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d3613c0f-d247-446f-9764-aa1cf938609c/manifest					3
公私月報と東天紅	GP150:Z12:06		雑誌発行宣伝広告集 明治大正昭和間			2枚(同一)/形態:パンフレット/27.5cm×19.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b36899fc-e833-4f2b-88b4-4c444df2c139.json	b36899fc-e833-4f2b-88b4-4c444df2c139	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/b36899fc-e833-4f2b-88b4-4c444df2c139	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f07dff3a6550169ee588b87cd5a02966fb63babf.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72822	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	308		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b36899fc-e833-4f2b-88b4-4c444df2c139/manifest					2
[広告「東天紅」・「公私月報」]	GP150:Z12:07	GP150:Z12:07と08は併せて1カット	雑誌発行宣伝広告集 明治大正昭和間			1枚/形態:パンフレット/13cm×13.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c51f413f-d3b9-4fa7-a2fb-f0439ba1e995.json	c51f413f-d3b9-4fa7-a2fb-f0439ba1e995	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/c51f413f-d3b9-4fa7-a2fb-f0439ba1e995	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3dc244970444131987307b743660914a007a51fa.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72823	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	309		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c51f413f-d3b9-4fa7-a2fb-f0439ba1e995/manifest					1
筆写原稿「三田大爺、官金二十五万圓ヲ借入ントス(明治十二年五月二十三日發行『近時評論』第百九十六號所載)」	GP040:F85:10		福澤攻撃全集資料			2枚 /形態:パンフレット /39.5cm×23.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/59434bb4-6793-4296-82bc-f12e4eadfa7e.json	59434bb4-6793-4296-82bc-f12e4eadfa7e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/59434bb4-6793-4296-82bc-f12e4eadfa7e	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/42bed06aac15cccdf90959f72261d016176e9f30.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72642	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	31		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/59434bb4-6793-4296-82bc-f12e4eadfa7e/manifest					2
「赤」号外「東京諸新聞社印刷職工総同盟罷工 今朝の新聞紙は悉く休刊」(大正8年8月)	GP150:Z12:08	GP150:Z12:07と08は併せて1カット	雑誌発行宣伝広告集 明治大正昭和間			1枚/形態:パンフレット/19.5cm×14cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2c4b3c18-5886-4774-849e-23154373e4c4.json	2c4b3c18-5886-4774-849e-23154373e4c4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/2c4b3c18-5886-4774-849e-23154373e4c4	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b9c0cfc7832ae170f36a262de6799a39ce4b54a1.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72824	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	310		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2c4b3c18-5886-4774-849e-23154373e4c4/manifest					1
「ふたな」總目録	GP150:Z12:09		雑誌発行宣伝広告集 明治大正昭和間			3枚(同一)/形態:パンフレット/17cm×24cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c39a8af5-3f09-421c-9291-0fca3c966bf3.json	c39a8af5-3f09-421c-9291-0fca3c966bf3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/c39a8af5-3f09-421c-9291-0fca3c966bf3	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1cc820bc4c2bcc1bdf4e59181d082b248e9ffd1d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72825	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	311		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c39a8af5-3f09-421c-9291-0fca3c966bf3/manifest					1
切抜[頓智協会開設広告]	GP150:Z12:10	GP150:Z12:10と11は併せて1カット	雑誌発行宣伝広告集 明治大正昭和間	頓智協会		1枚/形態:切抜/8cm×11cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f2609722-3b90-4820-828f-0eb4b21ad58a.json	f2609722-3b90-4820-828f-0eb4b21ad58a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/f2609722-3b90-4820-828f-0eb4b21ad58a	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/498fee630d38b0cb8ac7ae0ce5e81dbf1ac53fad.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72826	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	312		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f2609722-3b90-4820-828f-0eb4b21ad58a/manifest					1
[頓智協会加盟返信案内]	GP150:Z12:11	GP150:Z12:10と11は併せて1カット	雑誌発行宣伝広告集 明治大正昭和間	頓智協会 庶務係		1枚/形態:パンフレット/14cm×20cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/42694bcb-4cdf-47a5-8459-0d439a00c1a8.json	42694bcb-4cdf-47a5-8459-0d439a00c1a8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/42694bcb-4cdf-47a5-8459-0d439a00c1a8	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fe7cf49b4e97b36fb9dde1a2a9968461523c018d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72827	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	313		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/42694bcb-4cdf-47a5-8459-0d439a00c1a8/manifest					1
「男女性學雜誌」「迷信研究雜誌」第2号附録	GP150:Z12:12		雑誌発行宣伝広告集 明治大正昭和間			1枚/形態:パンフレット/13.5cm×13.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/555ec485-0f7f-4dca-9cc0-8754e63cb12b.json	555ec485-0f7f-4dca-9cc0-8754e63cb12b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/555ec485-0f7f-4dca-9cc0-8754e63cb12b	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d0e160c39b540254a81caf34baf7c94c3a56b4e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72828	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	314		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/555ec485-0f7f-4dca-9cc0-8754e63cb12b/manifest					1
死活の境	GP150:Z12:13		雑誌発行宣伝広告集 明治大正昭和間	宮武外骨		1枚/形態:一枚物/40cm×28.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9d45aee6-d770-43b1-a3a1-d92fd1a2ed17.json	9d45aee6-d770-43b1-a3a1-d92fd1a2ed17	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/9d45aee6-d770-43b1-a3a1-d92fd1a2ed17	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dceafb7f9996f3ac73f54a5e83c859ef681e0171.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72829	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	315		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9d45aee6-d770-43b1-a3a1-d92fd1a2ed17/manifest					1
[広告「頓智協会雑誌」](「時事新報」1829号(明治21年2月9日1面))	GP150:Z12:14		雑誌発行宣伝広告集 明治大正昭和間			1枚/形態:新聞/53.5cm×40cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/30fb8e76-0667-489a-bc88-43c9d8d02513.json	30fb8e76-0667-489a-bc88-43c9d8d02513	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/30fb8e76-0667-489a-bc88-43c9d8d02513	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/47dcb3adc20ea5f9abfa91cd841451a049e12a1e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72830	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	316		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/30fb8e76-0667-489a-bc88-43c9d8d02513/manifest					12
[頓智協会開設広告](「朝野新聞」3532号(明治18年8月18日)1面)	GP150:Z12:15		雑誌発行宣伝広告集 明治大正昭和間			1枚/形態:新聞/55cm×39.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/18db91e8-7bc8-468a-a5c0-a6edf2429934.json	18db91e8-7bc8-468a-a5c0-a6edf2429934	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/18db91e8-7bc8-468a-a5c0-a6edf2429934	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b73b24b32ca8591e33dc8aeb5cf8185dfd03b04c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72831	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	317		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/18db91e8-7bc8-468a-a5c0-a6edf2429934/manifest					12
[「流行雑誌」評判記掲載依頼]	GP150:Z12:16		雑誌発行宣伝広告集 明治大正昭和間	流行雑誌社		1枚/形態:パンフレット/17cm×26cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/46ff85d5-e64f-4677-952a-c2d5ebad2640.json	46ff85d5-e64f-4677-952a-c2d5ebad2640	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/46ff85d5-e64f-4677-952a-c2d5ebad2640	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/063919b618410b18c1d524ca0b9ac6fab6a2f163.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72832	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	318		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/46ff85d5-e64f-4677-952a-c2d5ebad2640/manifest					1
[「木綿屑成紙」発行案内]	GP150:Z12:17		雑誌発行宣伝広告集 明治大正昭和間	南海道人		1枚/形態:パンフレット/22cm×36.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3816d954-a654-4144-bd5e-b6b7525b88c9.json	3816d954-a654-4144-bd5e-b6b7525b88c9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/3816d954-a654-4144-bd5e-b6b7525b88c9	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4fa70f84c265649527b4a5b94ccfb287d15601d3.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72833	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	319		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3816d954-a654-4144-bd5e-b6b7525b88c9/manifest					2
「近事評論」220号(福澤諭吉先生勝海舟先生ノ荅辯ニ閉口ス)	GP040:F85:11		福澤攻撃全集資料			1綴(12丁) /形態:冊子 /18.5cm×12cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/11dcb46f-25fb-4e3f-bc44-1444be9d99f9.json	11dcb46f-25fb-4e3f-bc44-1444be9d99f9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/11dcb46f-25fb-4e3f-bc44-1444be9d99f9	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9e185af2aec11f562171b7ff5643e8c4b67a0cad.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72643	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	32		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/11dcb46f-25fb-4e3f-bc44-1444be9d99f9/manifest					13
原稿募集広告「我は物語」	GP150:Z12:18		雑誌発行宣伝広告集 明治大正昭和間	我は物語編纂所		1枚/形態:パンフレット/21cm×17cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/432dbd0b-ee9d-4200-ae83-571da39bd253.json	432dbd0b-ee9d-4200-ae83-571da39bd253	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/432dbd0b-ee9d-4200-ae83-571da39bd253	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0b0cd0365f5372004d0c734d08fd03c08b67de39.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72834	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	320		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/432dbd0b-ee9d-4200-ae83-571da39bd253/manifest					1
切抜[広告「民本主義」]	GP150:Z12:19		雑誌発行宣伝広告集 明治大正昭和間	文武堂		1枚/形態:切抜/9cm×7cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e7efb431-297b-4631-a6da-3c404b19b727.json	e7efb431-297b-4631-a6da-3c404b19b727	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/e7efb431-297b-4631-a6da-3c404b19b727	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a0438b7cd30f17ea22efc1d671761497f190548d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72835	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	321		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e7efb431-297b-4631-a6da-3c404b19b727/manifest					1
[広告 宮武外骨編輯「文明雜誌」]	GP150:Z12:20		雑誌発行宣伝広告集 明治大正昭和間	文明雑誌社		1枚/形態:パンフレット/24.5cm×16.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b13f5d61-36c9-4239-bc08-b38421f1bab9.json	b13f5d61-36c9-4239-bc08-b38421f1bab9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/b13f5d61-36c9-4239-bc08-b38421f1bab9	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9a8b822dc2af46dbab868d7896e444e76f1cc8a5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72836	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	322		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b13f5d61-36c9-4239-bc08-b38421f1bab9/manifest					1
[広告「日刊不二新聞」「月刊不二雑誌」]	GP150:Z12:21		雑誌発行宣伝広告集 明治大正昭和間	不二新聞社		1枚/形態:切抜/19cm×13.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b46779c5-a447-469a-804f-e9140a187332.json	b46779c5-a447-469a-804f-e9140a187332	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/b46779c5-a447-469a-804f-e9140a187332	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/df862860720ae96e3a4a4af24155faff93593eac.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72837	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	323		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b46779c5-a447-469a-804f-e9140a187332/manifest					1
