タイトル,書名よみ,形態,他の書名,注記,分類,OPAC,請求記号,Source Identifier,Date,Publisher,Type,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:transcription,dcterms:extent,dcndl:alternative,archiveshub:note,dcterms:subject,dcterms:references,dcndl:callNumber,dcndl:sourceIdentifier,dcterms:date,dcterms:publisher,dcterms:type,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,50331
忠義武道播磨石,ちゅうぎぶどうはりまのいし,6巻6冊 : 挿絵 ; 22cm,,刊年 : 宝永八年,西鶴本以外,,E22:776:243|A00:霞亭:243,東京大学総合図書館霞亭文庫目録243,宝永八年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ac678898-5233-4438-8aa7-f3bae4ec577a.json,ac678898-5233-4438-8aa7-f3bae4ec577a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/ac678898-5233-4438-8aa7-f3bae4ec577a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5478aa461d3929eb1b07c26b43a4bdd43d915226.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39812,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0243,1711,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ac678898-5233-4438-8aa7-f3bae4ec577a/manifest,,,,,102
好色入子枕 / 鼠鬚士柳枝 (松代柳枝)作,こうしょくいれこまくら,15丁半 : 挿絵 ; 26cm,,5巻5冊中、巻一のみ|刊年 : 正徳二年,西鶴本以外,,E22:776:244|A00:霞亭:244,東京大学総合図書館霞亭文庫目録244,正徳二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/659734c0-08b1-4567-ad33-4040d878c77d.json,659734c0-08b1-4567-ad33-4040d878c77d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/659734c0-08b1-4567-ad33-4040d878c77d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/42b1f11d06521f43d7366ea8ecc4147525c0b3b7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39813,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0244,1712,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/659734c0-08b1-4567-ad33-4040d878c77d/manifest,,,,,19
魂胆色遊懐男 / [江島其磧]作,こんたんいろあそびふところおとこ,5巻5冊 : 挿絵 ; 13×18cm,榮花遊ひ出世男,「榮花遊ひ出世男」は原題簽から|刊記 : 西川氏筆|刊年 : 正徳二年,西鶴本以外,,E22:776:245|A00:霞亭:245,東京大学総合図書館霞亭文庫目録245,正徳二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8173c91d-d5f1-4960-a7cf-9347d4478c17.json,8173c91d-d5f1-4960-a7cf-9347d4478c17,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/8173c91d-d5f1-4960-a7cf-9347d4478c17,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/89d2409c959b76161356a4e2bc9bcd426ad1d402.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39814,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0245,1712,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8173c91d-d5f1-4960-a7cf-9347d4478c17/manifest,,,,,126
忠臣略太平記 / 江嶋其磧作,ちゅうしんりゃくたいへいき,6巻合綴1冊 : 挿絵 ; 25cm,,刊記 : 江嶋屋市郎左衞門|刊年 : [正徳二年],西鶴本以外,,E22:776:246|A00:霞亭:246,東京大学総合図書館霞亭文庫目録246,正徳二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/134f2194-f67a-4c5c-9e66-f82bd6b1f11f.json,134f2194-f67a-4c5c-9e66-f82bd6b1f11f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/134f2194-f67a-4c5c-9e66-f82bd6b1f11f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b6594e445719d82003be562dcb7c842396dc1713.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39815,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0246,1712,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/134f2194-f67a-4c5c-9e66-f82bd6b1f11f/manifest,,,,,111
宗祇諸国物語,そうぎしょこくものがたり,5巻合綴1冊 : 挿絵 ; 23cm,名所袖鏡 宗祇諸國物語,"「名所袖鏡 宗祇諸國物語」は原題簽から|刊記 : 正徳三, 西村市郎右衞門[ほか]",西鶴本以外,,E22:776:247|A00:霞亭:247,東京大学総合図書館霞亭文庫目録247,正徳三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3f96b908-b05e-4a21-afca-9ab3bf32f759.json,3f96b908-b05e-4a21-afca-9ab3bf32f759,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/3f96b908-b05e-4a21-afca-9ab3bf32f759,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/729b2e83c8542ea9d6389253012338562115797d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39816,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0247,1713,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3f96b908-b05e-4a21-afca-9ab3bf32f759/manifest,,,,,97
日本新永代蔵 / 北条団水作,にほんしんえいたいぐら,6巻合綴2冊 : 挿絵 ; 25cm,,"刊記 : 正徳三年, 江戸 須原茂兵衞[ほか]",西鶴本以外,,E22:776:248|A00:霞亭:248,東京大学総合図書館霞亭文庫目録248,正徳三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2d9ab9ad-62e3-4a6f-a654-284d6e615a46.json,2d9ab9ad-62e3-4a6f-a654-284d6e615a46,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/2d9ab9ad-62e3-4a6f-a654-284d6e615a46,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/80a975f46dfe2df608e8bce63e97cd4aa87372f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39817,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0248,1713,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2d9ab9ad-62e3-4a6f-a654-284d6e615a46/manifest,,,,,114
本朝智恵鑑 / 北条団水作,ほんちょうちえかがみ,5巻5冊 : 挿絵 ; 26cm,本朝智惠かゝみ,刊年 : 正徳三年|「本朝智惠かゝみ」は題簽から,西鶴本以外,,E22:776:249|A00:霞亭:249,東京大学総合図書館霞亭文庫目録249,正徳三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9fa1969b-5db0-4aaf-8708-b6fd26be7852.json,9fa1969b-5db0-4aaf-8708-b6fd26be7852,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/9fa1969b-5db0-4aaf-8708-b6fd26be7852,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/edc8706d7781e627e58dea83084d69bc05e3aa91.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39818,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0249,1713,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9fa1969b-5db0-4aaf-8708-b6fd26be7852/manifest,,,,,102
瑠璃盃 / 慎楽斎[森田吟夕]作,るりさかずき,3巻合綴1冊 : 挿絵 ; 18cm,,"刊記 : 正徳四年, 書肆 河南中郎右衞門[ほか]",西鶴本以外,,E22:776:250|A00:霞亭:250,東京大学総合図書館霞亭文庫目録250,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f9185308-f519-4000-8ff6-21bf04d12f4a.json,f9185308-f519-4000-8ff6-21bf04d12f4a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/f9185308-f519-4000-8ff6-21bf04d12f4a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/89537085dd35681d3c26c01f713941390c17f670.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39819,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0250,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f9185308-f519-4000-8ff6-21bf04d12f4a/manifest,,,,,47
都[ひながた],みやこひながた,3巻3冊 : 挿絵 ; 14×20cm,,"刊記 : 正徳四年, 中嶋新板",西鶴本以外,,E22:776:251|A00:霞亭:251,東京大学総合図書館霞亭文庫目録251,正徳四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e373e195-d0c9-49b3-a350-939553bbb33b.json,e373e195-d0c9-49b3-a350-939553bbb33b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/e373e195-d0c9-49b3-a350-939553bbb33b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7a30cf271e2099c1131e3a82ae24739aeb739cae.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39820,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0251,1714,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e373e195-d0c9-49b3-a350-939553bbb33b/manifest,,,,,65
風流色図法師,ふうりゅういろずほうし,20丁 : 挿絵 ; 16×22cm,,3巻3冊中、巻一のみ|刊年 : [正徳四年],西鶴本以外,,E22:776:252|A00:霞亭:252,東京大学総合図書館霞亭文庫目録252,正徳四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f4896e72-144f-4edb-97fd-5b5c082d81b9.json,f4896e72-144f-4edb-97fd-5b5c082d81b9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/f4896e72-144f-4edb-97fd-5b5c082d81b9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/72955f5e35d2462f56d1275e5b219ba5476f0f21.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39821,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0252,1714,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f4896e72-144f-4edb-97fd-5b5c082d81b9/manifest,,,,,23
風流色道訓 / 貝信作,ふうりゅうしきどうくん,3巻3冊 : 挿絵 ; 22cm,好色袖鑑,"本書は「好色袖鑑」の改題本|刊記 : 正徳五, 菱屋治左衞門〇",西鶴本以外,,E22:776:253|A00:霞亭:253,東京大学総合図書館霞亭文庫目録253,正徳五年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/80240c49-2e5a-4f98-b940-1bd7969b3994.json,80240c49-2e5a-4f98-b940-1bd7969b3994,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/80240c49-2e5a-4f98-b940-1bd7969b3994,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2238f9f0c6ba176710ef0af6897def56410e1477.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39822,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0253,1715,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/80240c49-2e5a-4f98-b940-1bd7969b3994/manifest,,,,,48
義経風流鑑 / 八文字自笑作,よしつねふうりゅうかがみ,5巻5冊 : 挿絵 ; 13×20cm,,"刊記 : 正徳五年, 八文字屋八左衞門板",西鶴本以外,,E22:776:254|A00:霞亭:254,東京大学総合図書館霞亭文庫目録254,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/811dcc01-5c30-480d-a339-0daa351f10f9.json,811dcc01-5c30-480d-a339-0daa351f10f9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/811dcc01-5c30-480d-a339-0daa351f10f9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6aebc42062bc677a003e6eafc2734caf4bac6efa.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39823,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0254,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/811dcc01-5c30-480d-a339-0daa351f10f9/manifest,,,,,126
今源氏空船 / 西沢一風作,いまげんじうつほぶね,5巻合綴1冊 : 挿絵 ; 24cm,,"刊記 : 正徳六年, 菊屋長兵衞板行",西鶴本以外,,E22:776:255|A00:霞亭:255,東京大学総合図書館霞亭文庫目録255,正徳六年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eb01a66d-1da3-4451-8b1f-7a0a5d0d623c.json,eb01a66d-1da3-4451-8b1f-7a0a5d0d623c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/eb01a66d-1da3-4451-8b1f-7a0a5d0d623c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0e8c3d0c7cd2f61f6dbd629a746799b9d2246c0d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39824,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0255,1716,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eb01a66d-1da3-4451-8b1f-7a0a5d0d623c/manifest,,,,,99
好色不老門,こうしょくふろうもん,5巻合綴1冊 : 挿絵 ; 22cm,,"刊記 : 正徳六年, 書林 開板",西鶴本以外,,E22:776:256|A00:霞亭:256,東京大学総合図書館霞亭文庫目録256,正徳六年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c1cfaf16-a9bf-45b3-8cdc-b4ef23660c78.json,c1cfaf16-a9bf-45b3-8cdc-b4ef23660c78,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/c1cfaf16-a9bf-45b3-8cdc-b4ef23660c78,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/09243be9c495e1266cd3d306aaa9fef13ae9b727.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39825,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0256,1716,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c1cfaf16-a9bf-45b3-8cdc-b4ef23660c78/manifest,,,,,66
諸分床軍談 / 江島其磧作,しょわけとこぐんだん,5巻5冊 : 挿絵 ; 26cm,通俗諸分床軍談,「通俗諸分床軍談」は原題簽から|刊記 : 京 谷村清兵衞板[ほか]|刊年 : [正徳頃],西鶴本以外,,E22:776:257|A00:霞亭:257,東京大学総合図書館霞亭文庫目録257,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3ce9ea34-ba21-4abf-934d-e084eddc91f3.json,3ce9ea34-ba21-4abf-934d-e084eddc91f3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/3ce9ea34-ba21-4abf-934d-e084eddc91f3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c1538b06dcb883772d721dde1f22621519ac2203.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39826,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0257,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3ce9ea34-ba21-4abf-934d-e084eddc91f3/manifest,,,,,94
魂鍛金衣鳥,こんたんきんいちょう,5巻5冊 : 挿絵 ; 24cm,,"刊記 : 享保二, 江戸 出雲寺和泉掾店[ほか]",西鶴本以外,,E22:776:258|A00:霞亭:258,東京大学総合図書館霞亭文庫目録258,享保二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7845e1fc-a496-4e6c-bd4e-70659b89de7d.json,7845e1fc-a496-4e6c-bd4e-70659b89de7d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/7845e1fc-a496-4e6c-bd4e-70659b89de7d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4a3ff56813462347d1bb1903d11359dbf38ce996.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39827,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0258,1717,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7845e1fc-a496-4e6c-bd4e-70659b89de7d/manifest,,,,,96
色縮緬百人後家 / 西沢一風作,いろちりめんひゃくにんごけ,5巻合綴1冊 : 挿絵 ; 16×23cm,,"刊記 : 享保三年, いせや佐兵衞板",西鶴本以外,,E22:776:259|A00:霞亭:259,東京大学総合図書館霞亭文庫目録259,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6e1ea038-7108-4d54-83d4-80a92ad60c77.json,6e1ea038-7108-4d54-83d4-80a92ad60c77,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/6e1ea038-7108-4d54-83d4-80a92ad60c77,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dab480c494696b0189629eb8b8a054f09f77ed48.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39828,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0259,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6e1ea038-7108-4d54-83d4-80a92ad60c77/manifest,,,,,99
鎌倉比事 / 月尋堂作,けんそうひじ,6巻6冊 : 挿絵 ; 24cm,繪入鎌倉比事,"刊記 : 享保三年, 書肆 中川茂兵衞|「繪入鎌倉比事 」は題簽から",西鶴本以外,,E22:776:260|A00:霞亭:260,東京大学総合図書館霞亭文庫目録260,享保三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3547223c-7af3-46e2-86b7-f969b6bb2f80.json,3547223c-7af3-46e2-86b7-f969b6bb2f80,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/3547223c-7af3-46e2-86b7-f969b6bb2f80,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d92246a605911273a92d6e3cbfc9e48a6bd0864b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39829,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0260,1718,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3547223c-7af3-46e2-86b7-f969b6bb2f80/manifest,,,,,105
男色木芽漬 / 漆屋園斎自然坊作,なんしょくきのめづけ,6巻合綴1冊 : 挿絵 ; 26cm,,"刊記: 享保三年, 中川茂兵衞[ほか]",西鶴本以外,,E22:776:261|A00:霞亭:261,東京大学総合図書館霞亭文庫目録261,享保三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/476bdba9-63af-4be7-a1c1-52ce7f5c659b.json,476bdba9-63af-4be7-a1c1-52ce7f5c659b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/476bdba9-63af-4be7-a1c1-52ce7f5c659b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fd29770ba89b257f523d550a264b3e4de1f7cf9a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39830,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0261,1718,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/476bdba9-63af-4be7-a1c1-52ce7f5c659b/manifest,,,,,130
珍説辻見台 / 九思(二)軒鱗長作,ちんせつつじけんだい,4巻5冊 : 挿絵 ; 25cm,諸士興廃記|諸家軍配記,本書は「諸家軍配記」の改題本、「諸士興廃記」の再改題本|刊年: [享保三年以後],西鶴本以外,,E22:776:262|A00:霞亭:262,東京大学総合図書館霞亭文庫目録262,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dd088c1a-e59d-46de-b6e9-b70f2e1585a3.json,dd088c1a-e59d-46de-b6e9-b70f2e1585a3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/dd088c1a-e59d-46de-b6e9-b70f2e1585a3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dbc344fa774a82d5826393b14d6e726fd72136ce.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39831,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0262,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dd088c1a-e59d-46de-b6e9-b70f2e1585a3/manifest,,,,,81
"浮世親仁形気 / 江島其磧, 八文字自笑作",うきよおやじかたぎ,5巻合綴1冊 : 挿絵 ; 16×23cm,,刊年: [享保五年以後],西鶴本以外,,E22:776:263|A00:霞亭:263,東京大学総合図書館霞亭文庫目録263,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7cf02dcf-b66a-4056-8e74-2fe4d299b14d.json,7cf02dcf-b66a-4056-8e74-2fe4d299b14d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/7cf02dcf-b66a-4056-8e74-2fe4d299b14d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/29953d379c182ee2e2457e167fef25bb1c1c761c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39832,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0263,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7cf02dcf-b66a-4056-8e74-2fe4d299b14d/manifest,,,,,84
