書名,書名ヨミ,その他の書名,請求記号,文庫整理番号,収録書総目録I-通巻番号,言語,資料種別,著者・編者,出版社,出版年,冊数,形態,備考,注記,文庫区分,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
をたつか,,,A00:洒竹:477,洒0477,306,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2200」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/71652015-93bb-9132-7e7e-54435ca46a00.json,71652015-93bb-9132-7e7e-54435ca46a00,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/71652015-93bb-9132-7e7e-54435ca46a00,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f98b6c6eded53e1881882e095f111302fd432f8c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746234,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0306,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/71652015-93bb-9132-7e7e-54435ca46a00/manifest,,,,,29
面問答,,,A00:洒竹:478,洒0478,307,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cd16c7d0-0252-086b-a454-b95df237177b.json,cd16c7d0-0252-086b-a454-b95df237177b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/cd16c7d0-0252-086b-a454-b95df237177b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/47884005f7c64f191b22f7a4ae894279e54e6163.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746233,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0307,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cd16c7d0-0252-086b-a454-b95df237177b/manifest,,,,,67
落葉掻,,,A00:洒竹:479,洒0479,308,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2204」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/12c1e5ad-a6f8-7118-1a5d-29507cf899b6.json,12c1e5ad-a6f8-7118-1a5d-29507cf899b6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/12c1e5ad-a6f8-7118-1a5d-29507cf899b6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6925e324c00dae5c827bd6718796e7755a715a59.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746232,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0308,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/12c1e5ad-a6f8-7118-1a5d-29507cf899b6/manifest,,,,,46
老か染飯,,,A00:洒竹:481,洒0481,309,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/12a2daed-8138-1969-6c27-2d10278369a9.json,12a2daed-8138-1969-6c27-2d10278369a9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/12a2daed-8138-1969-6c27-2d10278369a9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/686c5322fb4773ca0484a86118e184e57b22b6c9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746231,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0309,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/12a2daed-8138-1969-6c27-2d10278369a9/manifest,,,,,33
おののえ,,,A00:洒竹:484,洒0484,310,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ea3943d6-15b3-6925-5125-f1ab9b839222.json,ea3943d6-15b3-6925-5125-f1ab9b839222,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/ea3943d6-15b3-6925-5125-f1ab9b839222,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fa2f68534ba96b77e729fe0f2060cb55d7daafa2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746230,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0310,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ea3943d6-15b3-6925-5125-f1ab9b839222/manifest,,,,,36
雲のたに間,,,A00:洒竹:485,洒0485,311,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹278」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a81ed04f-8940-125e-237b-d770884057d6.json,a81ed04f-8940-125e-237b-d770884057d6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/a81ed04f-8940-125e-237b-d770884057d6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/543f467328573606107e23069a5501a279a3f3e1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746229,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0311,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a81ed04f-8940-125e-237b-d770884057d6/manifest,,,,,27
尾形流略印譜,,,A00:洒竹:486,洒0486,312,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2205」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eea458ad-19a9-00ab-432d-cd8d1dcd5904.json,eea458ad-19a9-00ab-432d-cd8d1dcd5904,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/eea458ad-19a9-00ab-432d-cd8d1dcd5904,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4e98730ee1ce8615df107ea8a9daae59f0223164.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746228,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0312,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eea458ad-19a9-00ab-432d-cd8d1dcd5904/manifest,,,,,16
百家文筆おくの細道 下,,,A00:洒竹:487,洒0487,313,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/763ffb4b-5a6c-230a-1220-b4539d211e30.json,763ffb4b-5a6c-230a-1220-b4539d211e30,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/763ffb4b-5a6c-230a-1220-b4539d211e30,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/11db95173440baba127ed6748ab4bf5e902da35b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746227,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0313,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/763ffb4b-5a6c-230a-1220-b4539d211e30/manifest,,,,,42
おや子草,,,A00:洒竹:488,洒0488,314,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/14e7360b-1987-1732-27fc-0b0d236b9763.json,14e7360b-1987-1732-27fc-0b0d236b9763,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/14e7360b-1987-1732-27fc-0b0d236b9763,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3cff6b1dbd99aeaefbc238393b0fdb2285fe3db2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746226,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0314,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/14e7360b-1987-1732-27fc-0b0d236b9763/manifest,,,,,11
鶯邨画譜,,,A00:洒竹:489,洒0489,315,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2249」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7469c119-55a8-a37f-27cc-025386fe195f.json,7469c119-55a8-a37f-27cc-025386fe195f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/7469c119-55a8-a37f-27cc-025386fe195f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9df6ca176904098362cc16ee32b115d2264cf97b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746225,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0315,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7469c119-55a8-a37f-27cc-025386fe195f/manifest,,,,,34
面白日記,,,A00:洒竹:490,洒0490,316,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5ae27774-5136-59c2-a268-fec7b6b467e2.json,5ae27774-5136-59c2-a268-fec7b6b467e2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/5ae27774-5136-59c2-a268-fec7b6b467e2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/67eaacd2221174fea2eb09841ed36071bb769408.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746224,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0316,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5ae27774-5136-59c2-a268-fec7b6b467e2/manifest,,,,,225
をか象潟,,,A00:洒竹:491,洒0491,317,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/15bfdc0a-24a9-2354-67b9-104e34b3a616.json,15bfdc0a-24a9-2354-67b9-104e34b3a616,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/15bfdc0a-24a9-2354-67b9-104e34b3a616,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/36356ee2160fa2fccab0a0b3736aa9c0e8c9eece.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746223,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0317,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/15bfdc0a-24a9-2354-67b9-104e34b3a616/manifest,,,,,35
鶯宿梅,,,A00:洒竹:493,洒0493,318,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8dbf0fc5-29e6-a215-2f6c-1de7eecd7a53.json,8dbf0fc5-29e6-a215-2f6c-1de7eecd7a53,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/8dbf0fc5-29e6-a215-2f6c-1de7eecd7a53,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/787c802ee08b189e40dff46931fe5e228a411d21.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746222,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0318,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8dbf0fc5-29e6-a215-2f6c-1de7eecd7a53/manifest,,,,,19
鵬鵡返,,,A00:洒竹:494,洒0494,319,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹2303」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/944de9bc-7d13-48dd-2d57-f6c114d75416.json,944de9bc-7d13-48dd-2d57-f6c114d75416,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/944de9bc-7d13-48dd-2d57-f6c114d75416,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/78959e91dcfc7ed193e00c54f7ee4ec460708855.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746221,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0319,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/944de9bc-7d13-48dd-2d57-f6c114d75416/manifest,,,,,36
男そうし,,,A00:洒竹:495,洒0495,320,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b04b7476-8fa2-87f2-4151-b871da612f86.json,b04b7476-8fa2-87f2-4151-b871da612f86,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/b04b7476-8fa2-87f2-4151-b871da612f86,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1c8d50d40f76bc86f87c4aec3b0f5d261380cf09.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746220,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0320,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b04b7476-8fa2-87f2-4151-b871da612f86/manifest,,,,,187
老の周諄,,,A00:洒竹:496,洒0496,321,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ba16457d-357b-00e2-54f9-6adb7000638f.json,ba16457d-357b-00e2-54f9-6adb7000638f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/ba16457d-357b-00e2-54f9-6adb7000638f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a3fa40d1855e57478506c4de97763f5231f3607f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746219,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0321,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ba16457d-357b-00e2-54f9-6adb7000638f/manifest,,,,,68
奥細道附録菅菰後考,,,A00:洒竹:497,洒0497,322,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2f5a6b65-036c-5cb4-1666-9618b47966a4.json,2f5a6b65-036c-5cb4-1666-9618b47966a4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/2f5a6b65-036c-5cb4-1666-9618b47966a4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ba3260f1408c809a69ef48ccfcc6b47fe7555c0b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746218,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0322,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f5a6b65-036c-5cb4-1666-9618b47966a4/manifest,,,,,50
乙二七部集,,,A00:洒竹:499,洒0499,323,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化|画像にあるラベル「洒竹1702」は旧番号,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/df19ff93-416c-6fb9-6d47-2130befb9cbf.json,df19ff93-416c-6fb9-6d47-2130befb9cbf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/df19ff93-416c-6fb9-6d47-2130befb9cbf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0e787a30124353fc614747161e4742a972ec4048.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746217,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0323,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/df19ff93-416c-6fb9-6d47-2130befb9cbf/manifest,,,,,186
澤潟盛衰記,,,A00:洒竹:503,洒0503,324,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/de6054ee-2fc8-95ea-1e94-900fe7daa4a4.json,de6054ee-2fc8-95ea-1e94-900fe7daa4a4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/de6054ee-2fc8-95ea-1e94-900fe7daa4a4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/81cfc9c4a2da9859e34a1633bc246146260d3117.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746216,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0324,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/de6054ee-2fc8-95ea-1e94-900fe7daa4a4/manifest,,,,,15
おくの近道,,,A00:洒竹:504,洒0504,325,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dfc2bb77-a531-3b55-9055-7cd1a7e55d85.json,dfc2bb77-a531-3b55-9055-7cd1a7e55d85,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/dfc2bb77-a531-3b55-9055-7cd1a7e55d85,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5c2bede50abbbc52d6d382f124c5c12ccf9c3e33.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746215,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0325,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dfc2bb77-a531-3b55-9055-7cd1a7e55d85/manifest,,,,,54
おらか春,,,A00:洒竹:506,洒0506,326,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/04d534fd-9b48-481d-83fe-2208b5969962.json,04d534fd-9b48-481d-83fe-2208b5969962,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/04d534fd-9b48-481d-83fe-2208b5969962,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/60a058c0776994fb70a35f58ba7d73fa8949b921.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746214,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0326,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/04d534fd-9b48-481d-83fe-2208b5969962/manifest,,,,,63
奥細道通解,,,A00:洒竹:508,洒0508,327,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ecc43e0f-6f07-32c4-8e43-f7a93d7201aa.json,ecc43e0f-6f07-32c4-8e43-f7a93d7201aa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/ecc43e0f-6f07-32c4-8e43-f7a93d7201aa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0c7ecdebf2645ddc58479b800217fa44e88c26eb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746213,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0327,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ecc43e0f-6f07-32c4-8e43-f7a93d7201aa/manifest,,,,,109
鬼武俳話,,,A00:洒竹:509,洒0509,328,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f9f89eb8-2156-0285-6a7e-683eb1572dfb.json,f9f89eb8-2156-0285-6a7e-683eb1572dfb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/f9f89eb8-2156-0285-6a7e-683eb1572dfb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b54dde56cb80a79eb071dd70864f2e9194c58cd2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746212,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0328,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f9f89eb8-2156-0285-6a7e-683eb1572dfb/manifest,,,,,42
