資料名	資料名冒頭ヨミ	成立年次1	数量	成立年次2（複数年にわたる場合）	トップフォルダ	階層記号	階層名	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
文科三年生一同からの葉書	ブンカサンネンセイ	1900.06.23			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/52a99292-85e9-207b-902a-8d21c2e0441a.json	52a99292-85e9-207b-902a-8d21c2e0441a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/52a99292-85e9-207b-902a-8d21c2e0441a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0a11a93487eb2e51a95fbba7479c9ab2390dddc2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539224	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0188		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/52a99292-85e9-207b-902a-8d21c2e0441a/manifest					2
三十四年度入学文科同窓会からの葉書	サンジュウヨネン	1914.03.23			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7f36eb74-9294-5245-3239-84b7b33490e7.json	7f36eb74-9294-5245-3239-84b7b33490e7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7f36eb74-9294-5245-3239-84b7b33490e7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/531d47558bd44261d582c9ba70860e0bef32d6e0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539225	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0189		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7f36eb74-9294-5245-3239-84b7b33490e7/manifest					2
撃剣部からの葉書	ゲキケンブ	1916.05.04			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5eabfe7e-7a71-4730-40b2-823c541a3c6e.json	5eabfe7e-7a71-4730-40b2-823c541a3c6e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/5eabfe7e-7a71-4730-40b2-823c541a3c6e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6a8061e158e8e22b6ab9b23c5aabc128dcf2c6c2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539226	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0190		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5eabfe7e-7a71-4730-40b2-823c541a3c6e/manifest					2
興風会からの葉書	コウフウカイ	1918.10.22			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d55e5639-5541-12fe-4938-83456ae86926.json	d55e5639-5541-12fe-4938-83456ae86926	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/d55e5639-5541-12fe-4938-83456ae86926	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/250e3541ace0cef16a64d9319ae8a203e56aae64.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539227	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0191		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d55e5639-5541-12fe-4938-83456ae86926/manifest					2
弁論部からの封書	ベンロンブ	1906.12.18			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/600104d5-3b02-95c3-9d3d-c9336dc0a069.json	600104d5-3b02-95c3-9d3d-c9336dc0a069	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/600104d5-3b02-95c3-9d3d-c9336dc0a069	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e8d40e08d4d1a28a4908d04c424e5bcdfb28b0e6.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539228	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0192		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/600104d5-3b02-95c3-9d3d-c9336dc0a069/manifest					3
秋大運動会関係封書	アキダイウンドウカイ	1908.10.06			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/36e504f1-717b-7959-99a7-60b5deca5b2e.json	36e504f1-717b-7959-99a7-60b5deca5b2e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/36e504f1-717b-7959-99a7-60b5deca5b2e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/50cd46553dee806d22fdc5f7a8c30bedf2e60182.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539229	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0193		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/36e504f1-717b-7959-99a7-60b5deca5b2e/manifest					2
秋大運動会関係封書	アキダイウンドウカイ	1910.10.05			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8552eed1-2cce-5f97-7901-7dd4cc0b2f62.json	8552eed1-2cce-5f97-7901-7dd4cc0b2f62	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/8552eed1-2cce-5f97-7901-7dd4cc0b2f62	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/aac93bf62995a8e249bf0072be7a0eeffe50b1c9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539230	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0194		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8552eed1-2cce-5f97-7901-7dd4cc0b2f62/manifest					2
端艇競漕会関係封書	タンテイキョウソウカイ	1911.03.24			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6b5d11f9-0927-8e69-7044-897eb45540aa.json	6b5d11f9-0927-8e69-7044-897eb45540aa	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/6b5d11f9-0927-8e69-7044-897eb45540aa	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e6812ac63e4e3737ce3e4a9e3f646005fe7c9f10.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539231	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0195		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6b5d11f9-0927-8e69-7044-897eb45540aa/manifest					3
端艇競漕会関係封書	タンテイキョウソウカイ	1912.03.22			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/faad9bdc-4632-897f-a284-e5e4582899ae.json	faad9bdc-4632-897f-a284-e5e4582899ae	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/faad9bdc-4632-897f-a284-e5e4582899ae	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4896e187c5ce0afca8c5a1ea17f70e21cf2760df.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539232	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0196		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/faad9bdc-4632-897f-a284-e5e4582899ae/manifest					3
端艇競漕会関係封書	タンテイキョウソウカイ	1914.03.26			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/48d2a764-2dc0-7bb9-977c-5aadead11d2d.json	48d2a764-2dc0-7bb9-977c-5aadead11d2d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/48d2a764-2dc0-7bb9-977c-5aadead11d2d	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b03f7c1b9a4106b9be3ebaabab0629e71b45a106.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539233	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0197		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/48d2a764-2dc0-7bb9-977c-5aadead11d2d/manifest					2
端艇競漕会関係封書	タンテイキョウソウカイ	1915.04			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8560c4a3-487d-3b2d-0d28-985166ae4589.json	8560c4a3-487d-3b2d-0d28-985166ae4589	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/8560c4a3-487d-3b2d-0d28-985166ae4589	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1995d3eaaf026d819f524aa0f6a60a77c738ea8d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539234	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0198		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8560c4a3-487d-3b2d-0d28-985166ae4589/manifest					2
端艇競漕会関係封書	タンテイキョウソウカイ	1917.04.07			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7367de7e-00dc-3c40-4b6f-184221382fc5.json	7367de7e-00dc-3c40-4b6f-184221382fc5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7367de7e-00dc-3c40-4b6f-184221382fc5	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/55bb736d71918accbe343dd7d4656b3679360b41.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539235	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0199		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7367de7e-00dc-3c40-4b6f-184221382fc5/manifest					2
端艇競漕会関係封書	タンテイキョウソウカイ	1917.03.23			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dc02cb0e-008a-41c8-9781-a646e26623a9.json	dc02cb0e-008a-41c8-9781-a646e26623a9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/dc02cb0e-008a-41c8-9781-a646e26623a9	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6b77dbc67c8bab80b1563ae4db67c318709e8b34.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539236	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0200		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dc02cb0e-008a-41c8-9781-a646e26623a9/manifest					2
端艇競漕会関係封書	タンテイキョウソウカイ	1918.03.27			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4cc1ba4a-9a79-6826-0f4c-afc610073484.json	4cc1ba4a-9a79-6826-0f4c-afc610073484	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/4cc1ba4a-9a79-6826-0f4c-afc610073484	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c64ac7106bf4bf18eed75119a4f21f59b639654d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539237	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0201		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4cc1ba4a-9a79-6826-0f4c-afc610073484/manifest					2
端艇競漕会関係封書	タンテイキョウソウカイ	1919.03.26			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9cd96d24-1b66-1653-1bfa-235b80fe5e2c.json	9cd96d24-1b66-1653-1bfa-235b80fe5e2c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/9cd96d24-1b66-1653-1bfa-235b80fe5e2c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/90d914c69b2454065fa657ee9dba99f8d75a5256.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539238	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0202		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9cd96d24-1b66-1653-1bfa-235b80fe5e2c/manifest					2
端艇競漕会関係葉書(断り状)	タンテイキョウソウカイ	1902.04.08			第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0dddf0e9-3ee6-5a8e-428a-778b4e21230d.json	0dddf0e9-3ee6-5a8e-428a-778b4e21230d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/0dddf0e9-3ee6-5a8e-428a-778b4e21230d	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f52eefb0470512ae66fbaf9c9c21262f9d52ec0f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539239	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0203		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0dddf0e9-3ee6-5a8e-428a-778b4e21230d/manifest					2
空封筒(13枚)	カラブウトウ				第一高等学校関係文書	一高20	博士宛学生書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e5c5283c-219a-1180-4b84-464e1fc318e4.json	e5c5283c-219a-1180-4b84-464e1fc318e4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/e5c5283c-219a-1180-4b84-464e1fc318e4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/28d34dfa0e6b54379641c0efaac9b475e109bcd1.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539240	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0204		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e5c5283c-219a-1180-4b84-464e1fc318e4/manifest					26
木場貞長から狩野校長宛封書(封筒欠)	キバサダナガ	1904.10.11			清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/152b2d4e-16d2-86d8-1f04-26b678b154eb.json	152b2d4e-16d2-86d8-1f04-26b678b154eb	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/152b2d4e-16d2-86d8-1f04-26b678b154eb	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/866ada3dd3fa9dccf715953ef1302e00a738f132.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539241	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0205		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/152b2d4e-16d2-86d8-1f04-26b678b154eb/manifest					1
木場貞長から狩野校長宛封書(封筒欠)	キバサダナガ	1905.02.06			清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4f136135-0b82-812a-9e0c-6185572832c9.json	4f136135-0b82-812a-9e0c-6185572832c9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/4f136135-0b82-812a-9e0c-6185572832c9	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/813092effe8ed3a1f09aeca848c0c794ad15e501.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539242	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0206		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4f136135-0b82-812a-9e0c-6185572832c9/manifest					1
福原鐐二郎から狩野校長宛封書(封筒欠)	フクハラリョウジロウ	1905.02.21			清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7e6f5392-2c6c-155d-7f9a-8ec1a7be3c6a.json	7e6f5392-2c6c-155d-7f9a-8ec1a7be3c6a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7e6f5392-2c6c-155d-7f9a-8ec1a7be3c6a	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d899cad69f5831bf504d5d612e52be46ff9f1ef2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539243	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0207		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7e6f5392-2c6c-155d-7f9a-8ec1a7be3c6a/manifest					1
松村茂助から狩野亨吉宛封書(封筒欠)	マツムラモスケ	1907.05.01			清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/25e4ec62-3190-3d45-28d6-672356164dbb.json	25e4ec62-3190-3d45-28d6-672356164dbb	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/25e4ec62-3190-3d45-28d6-672356164dbb	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f6b05fd3da625ce4bc602c1e5b9d917359ac5de0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539244	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0208		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/25e4ec62-3190-3d45-28d6-672356164dbb/manifest					1
松村茂助から狩野亨吉宛 付・新渡戸稲造から狩野亨吉宛の領収書(封筒欠)	マツムラモスケ	1907.05.07			清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/68c58744-2758-9a5a-16b3-b9e88f2c9d63.json	68c58744-2758-9a5a-16b3-b9e88f2c9d63	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/68c58744-2758-9a5a-16b3-b9e88f2c9d63	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/81f2dbccca7c7649c2643c4f8c491628409feabc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539245	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0209		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/68c58744-2758-9a5a-16b3-b9e88f2c9d63/manifest					3
服部宇之吉から狩野亨吉宛 付・「京師大学堂官派外洋留学生章程」	ハットリウノキチ	????.01.07			清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/09927c7c-1175-a3e6-a04e-e12a4a997a97.json	09927c7c-1175-a3e6-a04e-e12a4a997a97	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/09927c7c-1175-a3e6-a04e-e12a4a997a97	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0397346672ed27953f6fca4a20eb02d1479c10e6.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539246	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0210		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/09927c7c-1175-a3e6-a04e-e12a4a997a97/manifest					12
狩野亨吉から木場貞長宛(封筒欠)	カノウコウキチ	????.09.15			清国留学生関係文書	留学生01	留学生関係往復書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/beb55ab9-8e12-2c0f-9894-c0faba0f1432.json	beb55ab9-8e12-2c0f-9894-c0faba0f1432	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/beb55ab9-8e12-2c0f-9894-c0faba0f1432	https://www.lib.u-tokyo.ac.jp/ja/library/komaba/user-guide/special-use/archives-data|https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/74b9b207d824bd17e07782950e6f7e96d4b055c4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539247	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0211		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/beb55ab9-8e12-2c0f-9894-c0faba0f1432/manifest					2
