タイトル	年月日	本文タイトル（原本）	巻頭目録タイトル（原本）	本文タイトル（標点本）	巻頭目録タイトル（標点本）	冊	巻	条	画像（開始コマ）	請求記号	類	目	影印本	標点本	Date Created	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	コレクション	IIIFマニフェストURI	ソート用項目	西暦	# of media
南京兩法司納料做工囚犯按季造册送南京工科註銷	弘治1.4.12	南京兩法司納料做工囚犯按季造册送南京工科註銷	南京兩法司納料做工囚犯按季造册送南京工科註銷/前件弘治元年四月十三日	南京兩法司納料做工囚犯按季造册送南京工科註銷	南京兩法司納料做工囚犯按季造册送南京工科註銷/前件弘治元年四月十二日	第1冊	卷1	第22條	0001-00061	A00:6290:1	五刑類	五刑	上-28上裏	乙4-42(1-22)	1488-040-12	f7009154-d7d3-4ae0-baf9-32e4d34dc229	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/f7009154-d7d3-4ae0-baf9-32e4d34dc229	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102143/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99307	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f7009154-d7d3-4ae0-baf9-32e4d34dc229/manifest			2
軍民人等應決人數犯該徒罪的決杖數	弘治3.8.3	軍民人等應決人數犯該徒罪的決杖數	軍民人等應決人數犯該徒罪的決杖數/前件弘治二年八月初三日傳奉事	軍民人等應決人數犯該徒罪的決杖數	軍民人等應決人數犯該徒罪的決杖數/前件弘治(二)[三]年八月初三日傳奉事	第1冊	卷1	第23條	0001-00062	A00:6290:1	五刑類	五刑	上-29上表	乙4-43(1-23)	1490-080-03	c13b9bd3-50a4-426a-a6b7-8ba7421e9448	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/c13b9bd3-50a4-426a-a6b7-8ba7421e9448	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102505/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99308	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c13b9bd3-50a4-426a-a6b7-8ba7421e9448/manifest			2
運糧幷送馬快舡官旗犯笞杖罪納鈔者官犯該受贓害軍幷總小旗徒罪以上納做工等項發落	弘治2.10.27	運糧幷送馬快舡官旗犯笞杖罪納鈔者官犯該受贓害軍幷總小旗徒罪以上納做工等項發落	運糧幷送馬快舡官旗犯笞杖罪納鈔若官犯該受贓害軍幷總小旗徒罪以上做工等項發落/前件弘治二年十月二十七日	運糧幷送馬快船官旗犯笞杖罪納鈔(者)[若]官犯該受贓害軍幷總小旗徒罪以上(納)做工等項發落	運糧幷送馬快船官旗犯笞杖罪納鈔若官犯該受贓害軍幷總小旗徒罪以上做工等項發落/前件弘治二年十月二十七日	第1冊	卷1	第24條	0001-00063	A00:6290:1	五刑類	五刑	上-29上裏	乙4-44(1-24)	1489-100-27	0c4a76f4-7e13-41d3-82d7-24190f7444cb	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0c4a76f4-7e13-41d3-82d7-24190f7444cb	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101931/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99309	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0c4a76f4-7e13-41d3-82d7-24190f7444cb/manifest			1
甘粟地方衞所舍人總小旗犯笞罪有力納米無力納鈔的決	弘治4.10.10	甘粟地方衞所舍人總小旗犯笞罪有力納米無力納鈔的決	甘肅地方衞所舍人總小旗犯笞罪有力納米無力或納鈔的決/前件弘治四年十月初十日公務事	甘肅地方衞所舍人總小旗犯笞罪有力納米無力納鈔的決	甘肅地方衞所舍人總小旗犯笞罪有力納米無力(或)納鈔的決/前件弘治四年十月初十日公務事	第1冊	卷1	第25條	0001-00063	A00:6290:1	五刑類	五刑	上-29下表	乙4-44(1-25)	1491-100-10	4b72aa0d-9958-4c90-922b-a2b4e5d91396	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4b72aa0d-9958-4c90-922b-a2b4e5d91396	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/100607/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99310	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4b72aa0d-9958-4c90-922b-a2b4e5d91396/manifest			3
在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏	弘治6.閏5	在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏	在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏/前件弘治六年	在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏[請]	在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏[請]/前件弘治六年	第1冊	卷1	第26條	0001-00066	A00:6290:1	五刑類	五刑	上-30下裏	乙4-46(1-26)	1493-055-99	8a4d0d3b-d694-46f0-9ba0-4a6d61ab6263	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8a4d0d3b-d694-46f0-9ba0-4a6d61ab6263	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102504/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99311	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8a4d0d3b-d694-46f0-9ba0-4a6d61ab6263/manifest			1
弘治七年九月二十七日刑部等衙門太子少保尚書白等題	弘治7.9.27	弘治七年九月二十七日刑部等衙門太子少保尚書白等題	なし	[在京法司囚犯納紙許家屬自買送納無籍之徒及承送吏典誆要錢物事發問罪枷號職官有犯奏請]	なし	第1冊	卷1	第27條	0001-00066	A00:6290:1	五刑類	五刑	上-31上表	乙4-47(1-26)	1494-090-27	bd154a6f-bc00-4fab-bd17-1a577a607f9e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/bd154a6f-bc00-4fab-bd17-1a577a607f9e	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103232/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99312	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bd154a6f-bc00-4fab-bd17-1a577a607f9e/manifest			3
弘治六年八月二十七日刑部尚書白等題爲應制陳言修省事	弘治6.8.27	弘治六年八月二十七日刑部尚書白等題爲應制陳言修省事	[缺題]	[缺題]	[缺題]	第1冊	卷1	第1條	0001-00068	A00:6290:1	五刑類	議貴	上-32上表	乙4-48(1-27)	1493-080-27	48c1ec5d-e91f-4039-8ad1-634b733993a5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/48c1ec5d-e91f-4039-8ad1-634b733993a5	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101672/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99313	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/48c1ec5d-e91f-4039-8ad1-634b733993a5/manifest			2
布按二司幷直隸府州査無爲事有贓脫逃詐喪去任官員開送吏部査考敢有扶同隱匿者連坐以罪例	成化4.8.24	布按二司幷直隸府州査無爲事有贓脫逃詐喪去任官員開送吏部査考敢有扶同隱匿者連坐以罪例	布按二司幷直隸府州査照爲事有犯贓脫逃詐喪去任官員開送吏部査考敢有扶同隱匿者連坐以罪例/前件成化四年八月二十四日査理爲事官員等事	布按二司幷直隸府州査(無)[照]爲事有[犯]贓脫逃詐喪去任官員開送吏部査考敢有扶同隱匿者連坐以罪例	布按二司幷直隸府州査照爲事有犯贓脫逃詐喪去任官員開送吏部査考敢有扶同隱匿者連坐以罪例/前件成化四年八月二十四日査理爲事官員等事	第1冊	卷1	第1條	0001-00069	A00:6290:1	五刑類	職官有犯	上-32下表	乙4-49(1-28)	1468-080-24	3aa23070-8be8-41c5-b58b-c06ca44a5c31	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/3aa23070-8be8-41c5-b58b-c06ca44a5c31	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102739/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99314	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3aa23070-8be8-41c5-b58b-c06ca44a5c31/manifest			3
淸理冠帶禁約應充快手獄囚不許淹禁査考爲事官吏	成化14.8.24	淸理冠帶禁約應充快手獄囚不許淹禁査考爲事官吏	淸理冠帶禁約營充快手獄囚不許淹禁査考爲事官吏/前件成化十四年八月二十四日建言民情事	淸理冠帶禁約應充快手獄囚不許淹禁査考爲事官吏	淸理冠帶禁約應充快手獄囚不許淹禁査考爲事官吏/前件成化十四年八月二十四日建言民情事	第1冊	卷1	第2條	0001-00071	A00:6290:1	五刑類	職官有犯	上-33下表	乙4-51(1-29)	1478-080-24	89b2a1a3-7729-4348-b680-160fb424c537	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/89b2a1a3-7729-4348-b680-160fb424c537	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/100749/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99315	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/89b2a1a3-7729-4348-b680-160fb424c537/manifest			2
禁約散官違法	成化15.2.25	禁約散官違法	禁約散官違法/前件成化十五年二月二十五日建言民情事	禁約散官違法	禁約散官違法/前件成化十五年二月二十五日建言民情事	第1冊	卷1	第3條	0001-00073	A00:6290:1	五刑類	職官有犯	上-34下表	乙4-52(1-30)	1479-020-25	5aaa01aa-775a-4cd2-96ee-260688297f96	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5aaa01aa-775a-4cd2-96ee-260688297f96	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101572/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99316	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5aaa01aa-775a-4cd2-96ee-260688297f96/manifest			2
禁豪強以免民患	成化15.2.25	禁豪強以免民患	禁豪強以免民患	禁豪強以免民患	禁豪強以免民患	第1冊	卷1	第4條	0001-00074	A00:6290:1	五刑類	職官有犯	上-35上表	乙4-53(1-30)	1479-020-25	ee4ed491-8672-4973-8f8d-bf1d2bc92c75	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ee4ed491-8672-4973-8f8d-bf1d2bc92c75	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102612/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99317	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ee4ed491-8672-4973-8f8d-bf1d2bc92c75/manifest			2
南京內官內使爲事仍監候奏請發落例	成化23.6.4	南京內官內使爲事仍監候奏請發落例	南京內官內使爲事仍監候奏請發落/前件成化二十二年六月初四日分豁事	南京內官內使爲事仍監候奏請發落例	南京內官內使爲事仍監候奏請發落例/前件成化二十(二)[三]年六月初四日分豁事	第1冊	卷1	第5條	0001-00075	A00:6290:1	五刑類	職官有犯	上-35下表	乙4-54(1-31)	1487-060-04	86df640d-ce71-420d-840f-165e36b69382	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/86df640d-ce71-420d-840f-165e36b69382	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102337/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99318	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/86df640d-ce71-420d-840f-165e36b69382/manifest			3
禁欺公玩法	成化15.2.25	禁欺公玩法	禁欺公玩法	禁欺公玩法	禁欺公玩法	第1冊	卷1	第6條	0001-00077	A00:6290:1	五刑類	職官有犯	上-36下表	乙4-54(1-30)	1479-020-25	4aa9360e-e0c4-4bf8-92ab-272820ea47df	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4aa9360e-e0c4-4bf8-92ab-272820ea47df	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101235/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99319	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4aa9360e-e0c4-4bf8-92ab-272820ea47df/manifest			2
各處王府軍職縱人劫奪強盜調邊衞差操例	成化2.7.22	各處王府軍職縱人劫奪強盜調邊衞差操例	各處王府軍職縱人劫奪強盜調邊衞差操例	各處王府軍職縱人劫奪強盜調邊衞差操例	各處王府軍職縱人劫奪強盜調邊衞差操例	第1冊	卷2	第1條	0002-00004	A00:6290:1	名例類	王府條例	上-38上表	乙4-62(2-1)	1466-070-22	033c631a-abbc-440a-8119-e2aa8f52b844	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/033c631a-abbc-440a-8119-e2aa8f52b844	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101934/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99320	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/033c631a-abbc-440a-8119-e2aa8f52b844/manifest			5
成化六年三月二十日吏部尚書等題爲申明𦾔例禁約事	成化6.3.20	成化六年三月二十日吏部尚書等題爲申明𦾔例禁約事	なし	[各處王府軍職縱人劫奪強盜調邊衞差操例]	なし	第1冊	卷2	第2條	0002-00008	A00:6290:1	名例類	王府條例	上-40上表	乙4-64(2-1)	1470-030-20	ea197ab1-66f6-4073-892e-d84fef01579d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ea197ab1-66f6-4073-892e-d84fef01579d	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102912/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99321	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ea197ab1-66f6-4073-892e-d84fef01579d/manifest			1
王府官員人等犯罪發落例	成化8.8.9	王府官員人等犯罪發落例	王府官員人等犯罪發落例	王府官員人等犯罪發落例	王府官員人等犯罪發落例	第1冊	卷2	第3條	0002-00009	A00:6290:1	名例類	王府條例	上-40下表	乙4-65(2-2)	1472-080-09	eac46d4a-c4aa-43cb-bd3b-901a39700e15	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/eac46d4a-c4aa-43cb-bd3b-901a39700e15	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102301/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99322	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eac46d4a-c4aa-43cb-bd3b-901a39700e15/manifest			1
王府文職官輕罪納鈔重罪解京軍職調衞例	成化9.11.7	王府文職官輕罪納鈔重罪解京軍職調衞例	王府文職官輕罪納鈔重罪解京軍職調衞例	王府文職官輕罪納鈔重罪解京軍職調衞例	王府文職官輕罪納鈔重罪解京軍職調衞例	第1冊	卷2	第4條	0002-00010	A00:6290:1	名例類	王府條例	上-41上表	乙4-65(2-3)	1473-110-07	09eeed87-53a0-46f2-b486-5b1ad454b12e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/09eeed87-53a0-46f2-b486-5b1ad454b12e	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103084/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99323	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/09eeed87-53a0-46f2-b486-5b1ad454b12e/manifest			2
王郡主等官事有違錯無干長史等官敎授等官若長史等官有事不與轉達出城不行勸阻一體參奏提問	成化21.5.26	王郡主等官事有違錯無干長史等官敎授等官若長史等官有事不與轉達出城不行勸阻一體參奏提問	王郡主等官事有違錯無干長史等官敎授等官有事不與轉達出城不行勸阻體參奏提問	郡王郡主等官事有違錯無干長史等官[止坐]敎授等官若長史等官有事不與轉達出城不行勸阻一體參奏提問	郡王郡主等官事有違錯無干長史等官[止坐]敎授等官[若長史等官]有事不與轉達出城不行勸阻一體參奏提問	第1冊	卷2	第5條	0002-00011	A00:6290:1	名例類	王府條例	上-41下表	乙4-66(2-4)	1485-050-26	57dd41b9-5bb9-4c20-856e-f7874cfaa91c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/57dd41b9-5bb9-4c20-856e-f7874cfaa91c	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102654/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99324	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/57dd41b9-5bb9-4c20-856e-f7874cfaa91c/manifest			4
王府軍職犯罪該調衞者備達兵部奏請改調例	成化11.6.2	王府軍職犯罪該調衞者備達兵部奏請改調例	王府軍職犯罪者該調衞者備違兵部奏請改調例	王府軍職犯罪該調衞者備達兵部奏請改調例	王府軍職犯罪(者)該調衞者備(違)[達]兵部奏請改調例	第1冊	卷2	第6條	0002-00014	A00:6290:1	名例類	王府條例	上-43上表	乙4-68(2-5)	1475-060-02	6a0c7897-7001-403f-bc05-66121a09f92c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/6a0c7897-7001-403f-bc05-66121a09f92c	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104057/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/99325	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6a0c7897-7001-403f-bc05-66121a09f92c/manifest			3
